name,nid,icons,productUrl,image,price,promotionId,priceShow,ratingScore,review,installment,tItemType,location,cheapest_sku,sku,skus,description,brandId,brandName,sellerId,mainSellerId,sellerName,thumbs,restrictedAge,categories,clickTrace,addToCartSkus,itemId,freeShipping,skuId,inStock,isAD,addToCart,adClickTrace,utLogMap.x_object_type,utLogMap.originalPrice,utLogMap.x_item_ids,utLogMap.scene_pre,utLogMap.discount,utLogMap.isFreeShipping,utLogMap.x_sku_ids,utLogMap.SN,utLogMap.current_price,utLogMap.x_ad,utLogMap.x_eagleeye,utLogMap.x_object_id,originalPrice,originalPriceShow,discount,utLogMap.voucherIds
Women Comfy Joggers Trouser For Winter,123366214,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-comfy-joggers-trouser-for-winter-i123366214-s1033526036.html?search=1,https://static-01.daraz.com.np/p/a15c29240b8cb6925ee311eaec840431.png,929.00,null,Rs. 929,,0,,nt_product,Nepal,123366214_NP-1033526036,123366214_NP,[],"['Drawstring closure for trendy look', 'Comes with super soft, comfortable, and breathable fabric', 'Two styles: Straight-leg and Elastic-cuff opening, side slant hand pockets.', 'Elastic waist with drawcord for a custom fit.', 'These sweatpants keeps you warm day and night', 'Can be worn for outdoor and indoor purpose', 'Trendy casual winter style pants to fit your matching shirts']",39704,No Brand,900154488331,,Comfy,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:123366214;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:123366214_NP;price:929.00;client:desktop;supplier_id:900154488331;asc_category_id:4451;item_id:123366214;sku_id:1033526036;shop_id:69160,"[{'sku': '123366214_NP-1033526036', 'title': 'Int: One size', 'skuId': '1033526036', 'count': 0}]",123366214,Free Shipping,1033526036,True,0,False,query:;nid:123366214;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:123366214_NP;price:929.00;client:desktop;supplier_id:900154488331;asc_category_id:4451;item_id:123366214;sku_id:1033526036;shop_id:69160,item,1250.00,123366214,search,26,true,1033526036,3ad0075262db7f870028cd1e5c19227b,929.00,1,2141132616994318520158357e016d,123366214,1250.00,"Rs. 1,250",-26%,
2 Pairs Comfort Faux Fur Socks For Women,104856647,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/2-pairs-comfort-faux-fur-socks-for-women-i104856647-s1026346907.html?search=1,https://static-01.daraz.com.np/p/f24f1e8b4e4d146475fae31d2c0806f9.jpg,259.00,null,Rs. 259,,0,,nt_product,Nepal,104856647_NP-1026346907,104856647_NP,[],[],39704,No Brand,900152022005,,Fashion Street,[],0,"[1819, 1820, 1738, 1756]",query:;nid:104856647;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:104856647_NP;price:259.00;client:desktop;supplier_id:900152022005;asc_category_id:1756;item_id:104856647;sku_id:1026346907;shop_id:37061,"[{'sku': '104856647_NP-1026346907', 'title': 'Int: One size', 'skuId': '1026346907', 'count': 0}]",104856647,,1026346907,True,0,False,query:;nid:104856647;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:104856647_NP;price:259.00;client:desktop;supplier_id:900152022005;asc_category_id:1756;item_id:104856647;sku_id:1026346907;shop_id:37061,item,400.00,104856647,search,35,false,1026346907,3ad0075262db7f870028cd1e5c19227b,259.00,1,2141132616994318520158357e016d,104856647,400.00,Rs. 400,-35%,
KOJA Women 's Crew Socks Vintage Animal/Floral/Plaid Knit Pattern Soft Socks Free Size,128025059,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/koja-women-s-crew-socks-vintage-animalfloralplaid-knit-pattern-soft-socks-free-size-i128025059-s1035071308.html?search=1,https://static-01.daraz.com.np/p/c4f4770e2c33cb6b6d6c158985248e83.png,299.00,null,Rs. 299,,0,,nt_product,Nepal,128025059_NP-1035071308,128025059_NP,[],"['Material: Made from high quality polyester. Soft, breathable and sweat-wicking. Good elasticity, one size fits most women and teen girls.', 'Design: Vintage crew socks, classic print and eye-catching style, will add more happiness and bring comfort, long-lasting fun to your daily life.', 'Good Match: Beautiful color and suitable length, perfect to match with shorts, pants, boots, sneakers, running shoes for a sweet and chic look.', 'Ideal Gift: These winter socks are a wonderful gift choice for your beloved ones on birthday, Anniversary, Thanksgiving day, and other holidays.', 'Occasion: Suitable for various occasions, such as: work, travel, party, shopping, dating, workout, hiking, jogging, camping, daily life and more.']",39704,No Brand,900151179243,,KOJA,[],0,"[1819, 1820, 1738, 1756]",query:;nid:128025059;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128025059_NP;price:299.00;client:desktop;supplier_id:900151179243;asc_category_id:1756;item_id:128025059;sku_id:1035071308;shop_id:23513,"[{'sku': '128025059_NP-1035071308', 'title': 'free size', 'skuId': '1035071308', 'count': 0}]",128025059,,1035071308,True,0,False,query:;nid:128025059;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128025059_NP;price:299.00;client:desktop;supplier_id:900151179243;asc_category_id:1756;item_id:128025059;sku_id:1035071308;shop_id:23513,item,299.00,128025059,search,0,false,1035071308,3ad0075262db7f870028cd1e5c19227b,299.00,1,2141132616994318520158357e016d,128025059,,,,
New Stretchable Leggings for Women,116111439,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/new-stretchable-leggings-for-women-i116111439-s1031757375.html?search=1,https://static-01.daraz.com.np/p/368bb695f5dd480525beab08e97e0ea4.jpg,544,null,Rs. 544,4,4,,nt_product,Nepal,116111439_NP-1031757375,116111439_NP,[],[],39704,No Brand,900154284800,,Hot Topic,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:116111439;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:116111439_NP;price:544;client:desktop;supplier_id:900154284800;asc_category_id:4442;item_id:116111439;sku_id:1031757375;shop_id:68000,"[{'sku': '116111439_NP-1031757375', 'title': 'free size', 'skuId': '1031757375', 'count': 0}]",116111439,Free Shipping,1031757375,True,0,False,query:;nid:116111439;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:116111439_NP;price:544;client:desktop;supplier_id:900154284800;asc_category_id:4442;item_id:116111439;sku_id:1031757375;shop_id:68000,item,550.00,116111439,search,1,true,1031757375,3ad0075262db7f870028cd1e5c19227b,544,1,2141132616994318520158357e016d,116111439,550.00,Rs. 550,-1%,
1 Pair Anylady Fashion- New Sexy Excellent Quality Black Over Knee Tight High Stocking/Socks For Women,128022396,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/1-pair-anylady-fashion-new-sexy-excellent-quality-black-over-knee-tight-high-stockingsocks-for-women-i128022396-s1035064850.html?search=1,https://static-01.daraz.com.np/p/7566cda4d4dd375edd50ce809c1dc545.jpg,125.00,null,Rs. 125,2.3,3,,nt_product,Nepal,128022396_NP-1035064850,128022396_NP,[],"['1 Pair', 'Skin Frrindly Material', 'Anti- Slip Design', 'Comfort &amp; Adjustable', 'Equally Use For Women Also', 'High Class Materaial', 'Material: Cotton/nylon', 'Suitable for both summer &amp; winter']",39704,No Brand,900153726803,,WOW Price WOW Products,[],0,"[1819, 1820, 1738, 1756]",query:;nid:128022396;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128022396_NP;price:125.00;client:desktop;supplier_id:900153726803;asc_category_id:1756;item_id:128022396;sku_id:1035064850;shop_id:65076,"[{'sku': '128022396_NP-1035064850', 'skuId': '1035064850', 'count': 0}]",128022396,,1035064850,True,0,False,query:;nid:128022396;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128022396_NP;price:125.00;client:desktop;supplier_id:900153726803;asc_category_id:1756;item_id:128022396;sku_id:1035064850;shop_id:65076,item,199.00,128022396,search,37,false,1035064850,3ad0075262db7f870028cd1e5c19227b,125.00,1,2141132616994318520158357e016d,128022396,199.00,Rs. 199,-37%,
1Pair Mesh Lace Fish Net Socks Fashion Women Ruffle Fishnet Socks,127307845,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/1pair-mesh-lace-fish-net-socks-fashion-women-ruffle-fishnet-socks-i127307845-s1034512803.html?search=1,https://static-01.daraz.com.np/p/130d94ebd56ccfb9d4a970a7150c30f3.jpg,99.00,null,Rs. 99,5,5,,nt_product,Nepal,127307845_NP-1034512803,127307845_NP,[],"['Dress your legs . Designed using top knit material and special process,', 'socks are very stretchy and comfortable.', 'They can go great with anything. Your shorts, skirts, and even your ripped leggings.', 'Tech It Out', 'Size Available: One-size (Size Length: 21cm, Tube High: 6cm)', 'Pattern Type: Fishnets', 'Color: Black', 'Fabric: Fabric is very stretchy', 'Material: 92% Polyamides, 8% Spandex, Pearl', 'Style: Street, Party, Club and Casual occasions', 'Handmade Package: Comes in a premium quality gift bag, ready for gift giving to colleagues, friends and loved ones.']",39704,No Brand,900153501912,,Anylady & Dodo Girl Store,[],0,"[1819, 1820, 1738, 1756]",query:;nid:127307845;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:127307845_NP;price:99.00;client:desktop;supplier_id:900153501912;asc_category_id:1756;item_id:127307845;sku_id:1034512803;shop_id:63437,"[{'sku': '127307845_NP-1034512803', 'skuId': '1034512803', 'count': 0}]",127307845,,1034512803,True,0,False,query:;nid:127307845;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:127307845_NP;price:99.00;client:desktop;supplier_id:900153501912;asc_category_id:1756;item_id:127307845;sku_id:1034512803;shop_id:63437,item,199.00,127307845,search,50,false,1034512803,3ad0075262db7f870028cd1e5c19227b,99.00,1,2141132616994318520158357e016d,127307845,199.00,Rs. 199,-50%,
Soxabox Pack of 6 Pairs of Stocking for Women,119895568,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/soxabox-pack-of-6-pairs-of-stocking-for-women-i119895568-s1032785212.html?search=1,https://static-01.daraz.com.np/p/9d7faf908bc503db64071fd9e5f0fbef.jpg,899.00,null,Rs. 899,4.9,15,,nt_product,Nepal,119895568_NP-1032785212,119895568_NP,[],"['Package Contents: Pack of 6 Pairs', 'Fibre Content: 90% Bamboo Cotton &amp; 10% Spandex', 'Style: Solid Plain', 'Length: Full Length Socks', 'Normal Wash', 'Flexible, Stretchable', 'Easy to Wear', 'Wash instructions']",123778080,Soxabox,900153294018,,SOXABOX -Your Personal Tailor,[],0,"[1819, 1820, 1738, 1756]",query:;nid:119895568;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:119895568_NP;price:899.00;client:desktop;supplier_id:900153294018;asc_category_id:1756;item_id:119895568;sku_id:1032785212;shop_id:59994,"[{'sku': '119895568_NP-1032785212', 'title': 'free size', 'skuId': '1032785212', 'count': 0}]",119895568,Free Shipping,1032785212,True,0,False,query:;nid:119895568;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:119895568_NP;price:899.00;client:desktop;supplier_id:900153294018;asc_category_id:1756;item_id:119895568;sku_id:1032785212;shop_id:59994,item,1200.00,119895568,search,25,true,1032785212,3ad0075262db7f870028cd1e5c19227b,899.00,1,2141132616994318520158357e016d,119895568,1200.00,"Rs. 1,200",-25%,
Straight Trouser For Women Elastic Waist Loose Cargo Design Side Pocket/ Black And Grey,128298271,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/straight-trouser-for-women-elastic-waist-loose-cargo-design-side-pocket-black-and-grey-i128298271-s1035548481.html?search=1,https://static-01.daraz.com.np/p/5e1ff183639f4b072a1a493ff4997e2a.jpg,1100.00,null,"Rs. 1,100",5,1,,nt_product,Nepal,128298271_NP-1035548481,128298271_NP,[],"['Material : High quality cotton ', 'Style : Loose Straight Trouser', 'Color : Black and grey ', 'Design : Side Pocket Cargo Design', 'Size :  Free size ', 'Closure Type:- Drawstring', 'Brand New and high quality.', 'Autumn wear, light and comfortable.', ""Color doesn't fade.""]",39704,No Brand,900154407182,,Ktm Fashion Collection,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:128298271;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128298271_NP;price:1100.00;client:desktop;supplier_id:900154407182;asc_category_id:4434;item_id:128298271;sku_id:1035548481;shop_id:68686,"[{'sku': '128298271_NP-1035548481', 'title': 'free size', 'skuId': '1035548481', 'count': 0}]",128298271,Free Shipping,1035548481,True,0,False,query:;nid:128298271;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128298271_NP;price:1100.00;client:desktop;supplier_id:900154407182;asc_category_id:4434;item_id:128298271;sku_id:1035548481;shop_id:68686,item,1100.00,128298271,search,0,true,1035548481,3ad0075262db7f870028cd1e5c19227b,1100.00,1,2141132616994318520158357e016d,128298271,,,,
Women Sports Gym Yoga Workout Cropped Leggings Fitness Lounge Athletic Pants,127731379,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-sports-gym-yoga-workout-cropped-leggings-fitness-lounge-athletic-pants-i127731379-s1034634984.html?search=1,https://static-01.daraz.com.np/p/7d78f99f79a346279328d6d7ce00b952.jpg,1500.00,null,"Rs. 1,500",5,1,,nt_product,Nepal,127731379_NP-1034634984,127731379_NP,[],"['It is made of high quality materials,durable enought for your daily wearing', 'Suit for women girl yoga clothes,running ,do excercise etc', 'It’s a comfortable piece that goes with everything', 'Ideal for: gym fitness, yoga, dance training, casual occasions', 'Features: breathable, good elasticity, quick drying', 'Material: cotton, polyester', 'Brand: No Brand', 'Fit Type: Stretchable Fit', 'Material: PolyesterSpandex', 'Occasion: Sport Outfit', 'Pants Length: Full Length UptoAnkle']",39704,No Brand,900155040255,,Mini fashion collection,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:127731379;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:127731379_NP;price:1500.00;client:desktop;supplier_id:900155040255;asc_category_id:4442;item_id:127731379;sku_id:1034634984;shop_id:72536,"[{'sku': '127731379_NP-1034634984', 'title': 'free size', 'skuId': '1034634984', 'count': 0}]",127731379,Free Shipping,1034634984,True,0,False,query:;nid:127731379;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:127731379_NP;price:1500.00;client:desktop;supplier_id:900155040255;asc_category_id:4442;item_id:127731379;sku_id:1034634984;shop_id:72536,item,1800.00,127731379,search,17,true,1034634984,3ad0075262db7f870028cd1e5c19227b,1500.00,1,2141132616994318520158357e016d,127731379,1800.00,"Rs. 1,800",-17%,
The Shopkeeper Warm Leggings Women Breasted Sports Gym Girl Leggins Workout Casual Push Up Legging Fitness,128206792,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/the-shopkeeper-warm-leggings-women-breasted-sports-gym-girl-leggins-workout-casual-push-up-legging-fitness-i128206792-s1035341323.html?search=1,https://static-01.daraz.com.np/p/2871a5085552bc8a31516dc68fb747df.jpg,899.00,null,Rs. 899,,0,,nt_product,Nepal,128206792_NP-1035341323,128206792_NP,[],"['Made of the highest quality elastic materials, it can maintain its original shape and fit even after washing.', 'Thick fleece lining leggings, warm and comfortable in winter, strong fit, durable and flexible, making you feel very comfortable.', 'Whether you need to dress up or dress down, you can easily change your look from chic to casual, It is great to wear under shorts, skirts, tunics, and long sweaters', 'Slim ladies warm Legging showyour legs look more slenderandkeep warm in autumn and winter, a wardrobe esstantial leggings for ladies', 'Can be worn with all clothes.Can be used directly as outer pants with sweater shirts, etc., or as leggings with skirts']",39704,No Brand,900152547004,,The Shopkeeper,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:128206792;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128206792_NP;price:899.00;client:desktop;supplier_id:900152547004;asc_category_id:4442;item_id:128206792;sku_id:1035341323;shop_id:48838,"[{'sku': '128206792_NP-1035341323', 'title': 'free size', 'skuId': '1035341323', 'count': 0}]",128206792,Free Shipping,1035341323,True,0,False,query:;nid:128206792;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128206792_NP;price:899.00;client:desktop;supplier_id:900152547004;asc_category_id:4442;item_id:128206792;sku_id:1035341323;shop_id:48838,item,1499.00,128206792,search,40,true,1035341323,3ad0075262db7f870028cd1e5c19227b,899.00,1,2141132616994318520158357e016d,128206792,1499.00,"Rs. 1,499",-40%,
Women Thick Casual Pant Style High Waist  Leggings Pant For Summer,127188549,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-thick-casual-pant-style-high-waist-leggings-pant-for-summer-i127188549-s1034486572.html?search=1,https://static-01.daraz.com.np/p/bffa591899db160d9ae7f1d887d838c2.jpg,1500.00,null,"Rs. 1,500",3.7,3,,nt_product,Nepal,127188549_NP-1034486572,127188549_NP,[],"['Material : Polyester , spandex', 'Pattern Type : Solid', 'Waist Type : High Waist /Cross waist ', 'Style : Casual', 'Pant style :Choose ', 'Front style: Flat ', 'Decoration : None ', 'Closure Type :Elastic Waist ', 'Season : Summer']",39704,No Brand,9000,,ERYAA,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:127188549;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:127188549_NP;price:1500.00;client:desktop;supplier_id:9000;asc_category_id:4442;item_id:127188549;sku_id:1034486572;shop_id:9066,"[{'sku': '127188549_NP-1034486573', 'title': 'Int S', 'skuId': '1034486573', 'count': 0}, {'sku': '127188549_NP-1034486572', 'title': 'Int M', 'skuId': '1034486572', 'count': 0}, {'sku': '127188549_NP-1034486574', 'title': 'Int L', 'skuId': '1034486574', 'count': 0}, {'sku': '127188549_NP-1034486577', 'title': 'Int XL', 'skuId': '1034486577', 'count': 0}]",127188549,Free Shipping,1034486572,True,0,False,query:;nid:127188549;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:127188549_NP;price:1500.00;client:desktop;supplier_id:9000;asc_category_id:4442;item_id:127188549;sku_id:1034486572;shop_id:9066,item,3000.00,127188549,search,50,true,1034486572,3ad0075262db7f870028cd1e5c19227b,1500.00,1,2141132616994318520158357e016d,127188549,3000.00,"Rs. 3,000",-50%,
Spunky Add-os Warm Leggings Women Breasted Sports Gym Girl Leggins Workout Casual Push Up Legging,128213312,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/spunky-add-os-warm-leggings-women-breasted-sports-gym-girl-leggins-workout-casual-push-up-legging-i128213312-s1035343378.html?search=1,https://static-01.daraz.com.np/p/bd088409ca5f4180462acc0f1ff55f09.jpg,899.00,null,Rs. 899,,0,,nt_product,Nepal,128213312_NP-1035343378,128213312_NP,[],"['Made of the highest quality elastic materials, it can maintain its original shape and fit even after washing.', 'Thick fleece lining leggings, warm and comfortable in winter, strong fit, durable and flexible, making you feel very comfortable.', 'Whether you need to dress up or dress down, you can easily change your look from chic to casual, It is great to wear under shorts, skirts, tunics, and long sweaters', 'Slim ladies warm Legging showyour legs look more slenderandkeep warm in autumn and winter, a wardrobe esstantial leggings for ladies', 'Can be worn with all clothes.Can be used directly as outer pants with sweater shirts, etc., or as leggings with skirts']",39704,No Brand,900152349029,,Spunky Add-ons,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:128213312;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128213312_NP;price:899.00;client:desktop;supplier_id:900152349029;asc_category_id:4442;item_id:128213312;sku_id:1035343378;shop_id:44454,"[{'sku': '128213312_NP-1035343378', 'title': 'free size', 'skuId': '1035343378', 'count': 0}]",128213312,Free Shipping,1035343378,True,0,False,query:;nid:128213312;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:128213312_NP;price:899.00;client:desktop;supplier_id:900152349029;asc_category_id:4442;item_id:128213312;sku_id:1035343378;shop_id:44454,item,1499.00,128213312,search,40,true,1035343378,3ad0075262db7f870028cd1e5c19227b,899.00,1,2141132616994318520158357e016d,128213312,1499.00,"Rs. 1,499",-40%,
Doro Wears Blue Stretchable Side Pocket Design Joggers For Women,118905373,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/doro-wears-blue-stretchable-side-pocket-design-joggers-for-women-i118905373-s1032572282.html?search=1,https://static-01.daraz.com.np/p/8d124ec536c7a949179a577850e8a87e.jpg,1254,null,"Rs. 1,254",4,3,,nt_product,Nepal,118905373_NP-1032572282,118905373_NP,[],[],24626,Doro,900153444012,,Doro Wears,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:118905373;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:118905373_NP;price:1254;client:desktop;supplier_id:900153444012;asc_category_id:4451;item_id:118905373;sku_id:1032572282;shop_id:62926,"[{'sku': '118905373_NP-1032572282', 'title': 'Int S', 'skuId': '1032572282', 'count': 0}, {'sku': '118905373_NP-1032572283', 'title': 'Int M', 'skuId': '1032572283', 'count': 0}, {'sku': '118905373_NP-1032572284', 'title': 'Int L', 'skuId': '1032572284', 'count': 0}, {'sku': '118905373_NP-1032572285', 'title': 'Int XL', 'skuId': '1032572285', 'count': 0}, {'sku': '118905373_NP-1032572286', 'title': 'Int XXL', 'skuId': '1032572286', 'count': 0}]",118905373,Free Shipping,1032572282,True,0,False,query:;nid:118905373;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:118905373_NP;price:1254;client:desktop;supplier_id:900153444012;asc_category_id:4451;item_id:118905373;sku_id:1032572282;shop_id:62926,item,1475.00,118905373,search,15,true,1032572282,3ad0075262db7f870028cd1e5c19227b,1254,1,2141132616994318520158357e016d,118905373,1475.00,"Rs. 1,475",-15%,
KTM CTY Women's Fleece Trouser (KUFT22210-10A),120135870,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/ktm-cty-womens-fleece-trouser-kuft22210-10a-i120135870-s1032816764.html?search=1,https://static-01.daraz.com.np/p/82d7647ae89f263af742d5b873966520.jpg,590.00,null,Rs. 590,4.4,5,,nt_product,Nepal,120135870_NP-1032816764,120135870_NP,[],"['New arrival', 'Do not bleach', 'Do not dry clean', 'Perfect comfort all day long', 'Regular fit', 'Fabric - Fleece', 'Side pocket and Drawstring are available']",186320,KTM CTY,1004984,,Sherpa Outdoor,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:120135870;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:120135870_NP;price:590.00;client:desktop;supplier_id:1004984;asc_category_id:4451;item_id:120135870;sku_id:1032816764;shop_id:14879,"[{'sku': '120135870_NP-1032816764', 'title': 'S', 'skuId': '1032816764', 'count': 0}]",120135870,Free Shipping,1032816764,True,0,False,query:;nid:120135870;src:LazadaMainSrp;rn:3ad0075262db7f870028cd1e5c19227b;region:np;sku:120135870_NP;price:590.00;client:desktop;supplier_id:1004984;asc_category_id:4451;item_id:120135870;sku_id:1032816764;shop_id:14879,item,1590.00,120135870,search,63,true,1032816764,3ad0075262db7f870028cd1e5c19227b,590.00,1,2141132616994318520158357e016d,120135870,1590.00,"Rs. 1,590",-63%,
