name,nid,icons,productUrl,image,originalPrice,originalPriceShow,price,promotionId,priceShow,discount,review,tItemType,location,cheapest_sku,sku,skus,description,brandId,brandName,sellerId,mainSellerId,sellerName,thumbs,restrictedAge,categories,clickTrace,addToCartSkus,itemId,freeShipping,skuId,inStock,isAD,addToCart,adClickTrace,utLogMap.x_object_type,utLogMap.originalPrice,utLogMap.x_item_ids,utLogMap.scene_pre,utLogMap.discount,utLogMap.isFreeShipping,utLogMap.x_sku_ids,utLogMap.SN,utLogMap.current_price,utLogMap.x_ad,utLogMap.x_eagleeye,utLogMap.x_object_id,installment,ratingScore,utLogMap.voucherIds
Pack Of 2 Velvet Socks For Women - Fashion | Socks For Women | Women's Footwear | Velvet Socks | Combo Pack |,104790401,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/pack-of-2-velvet-socks-for-women-fashion-socks-for-women-womens-footwear-velvet-socks-combo-pack-i104790401-s1026254124.html?search=1,https://static-01.daraz.com.np/p/e64828bdced496ab9e679058dc742e74.jpg,500.00,Rs. 500,290.00,null,Rs. 290,-42%,0,nt_product,Nepal,104790401_NP-1026254124,104790401_NP,[],[],39704,No Brand,1005702,,Smart Choice Fancy Collections,[],0,"[1819, 1820, 1738, 1756]",query:;nid:104790401;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:104790401_NP;price:290.00;client:desktop;supplier_id:1005702;asc_category_id:1756;item_id:104790401;sku_id:1026254124;shop_id:15588,"[{'sku': '104790401_NP-1026254124', 'title': 'Int: One size', 'skuId': '1026254124', 'count': 0}]",104790401,Free Shipping,1026254124,True,0,False,query:;nid:104790401;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:104790401_NP;price:290.00;client:desktop;supplier_id:1005702;asc_category_id:1756;item_id:104790401;sku_id:1026254124;shop_id:15588,item,500.00,104790401,search,42,true,1026254124,f71917f99c571e1b059f883cc79904af,290.00,1,213bce9b16994318657502952ee880,104790401,,,
Basemark Formal Woolen Pant For Women,122421045,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/basemark-formal-woolen-pant-for-women-i122421045-s1033287085.html?search=1,https://static-01.daraz.com.np/p/f290df9e66b9b30461dbfa9a30152252.jpg,,,2150.00,null,"Rs. 2,150",,0,nt_product,Nepal,122421045_NP-1033287085,122421045_NP,[],"['Color: Black', 'Non Stretchable', 'Check pattern', 'Clothing type: Regular Fit', 'Size: Available at', 'Large: Fits upto 30 inch', 'Xl: Fits upto waist 32 inch', 'Material: Woolen ', 'Washcare: Handwash/ Machinewash ']",202765,Basemark,900153372024,,Basemark,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:122421045;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:122421045_NP;price:2150.00;client:desktop;supplier_id:900153372024;asc_category_id:4434;item_id:122421045;sku_id:1033287085;shop_id:61122,"[{'sku': '122421045_NP-1033287085', 'title': 'L', 'skuId': '1033287085', 'count': 0}, {'sku': '122421045_NP-1033287086', 'title': 'XL', 'skuId': '1033287086', 'count': 0}]",122421045,Free Shipping,1033287085,True,0,False,query:;nid:122421045;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:122421045_NP;price:2150.00;client:desktop;supplier_id:900153372024;asc_category_id:4434;item_id:122421045;sku_id:1033287085;shop_id:61122,item,2150.00,122421045,search,0,true,1033287085,f71917f99c571e1b059f883cc79904af,2150.00,1,213bce9b16994318657502952ee880,122421045,,,
Pebbles Nepal Trendy Design Cosplay Japanese Anime Demon Slayer Character Ankle Socks for Women Men Pack of 6,123506446,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/pebbles-nepal-trendy-design-cosplay-japanese-anime-demon-slayer-character-ankle-socks-for-women-men-pack-of-6-i123506446-s1033557644.html?search=1,https://static-01.daraz.com.np/p/1678ac1e98d39e5cae3e56609e0e4aa8.jpg,2499.00,"Rs. 2,499",1334,null,"Rs. 1,334",-47%,0,nt_product,Nepal,123506446_NP-1033557644,123506446_NP,[],"['Pebbles Nepal', 'Demon Slayer chracters', 'Best Quality', 'Ankle socks', 'Unisex']",39704,No Brand,900154218941,,Pebbles Nepal,[],0,"[1819, 1820, 1738, 1756]",query:;nid:123506446;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:123506446_NP;price:1334;client:desktop;supplier_id:900154218941;asc_category_id:1756;item_id:123506446;sku_id:1033557644;shop_id:67580,"[{'sku': '123506446_NP-1033557644', 'title': 'free size', 'skuId': '1033557644', 'count': 0}]",123506446,,1033557644,True,0,False,query:;nid:123506446;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:123506446_NP;price:1334;client:desktop;supplier_id:900154218941;asc_category_id:1756;item_id:123506446;sku_id:1033557644;shop_id:67580,item,2499.00,123506446,search,47,false,1033557644,f71917f99c571e1b059f883cc79904af,1334,1,213bce9b16994318657502952ee880,123506446,,,
Pebbles Nepal Anime Themed Cute and Aesthetic Socks for Women Men Pack of 5,123496118,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/pebbles-nepal-anime-themed-cute-and-aesthetic-socks-for-women-men-pack-of-5-i123496118-s1033557478.html?search=1,https://static-01.daraz.com.np/p/ec1c3cad58b504ff348e1ba4f62126d9.jpg,1999.00,"Rs. 1,999",1087,null,"Rs. 1,087",-46%,0,nt_product,Nepal,123496118_NP-1033557478,123496118_NP,[],"['Name of the fabric: Cotton', 'Double needle socks: Yes', 'function: Breathable and sweat-absorbent', 'style:Japanese', 'pattern: cartoon', 'thickness: medium']",39704,No Brand,900154218941,,Pebbles Nepal,[],0,"[1819, 1820, 1738, 1756]",query:;nid:123496118;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:123496118_NP;price:1087;client:desktop;supplier_id:900154218941;asc_category_id:1756;item_id:123496118;sku_id:1033557478;shop_id:67580,"[{'sku': '123496118_NP-1033557478', 'title': 'free size', 'skuId': '1033557478', 'count': 0}]",123496118,,1033557478,True,0,False,query:;nid:123496118;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:123496118_NP;price:1087;client:desktop;supplier_id:900154218941;asc_category_id:1756;item_id:123496118;sku_id:1033557478;shop_id:67580,item,1999.00,123496118,search,46,false,1033557478,f71917f99c571e1b059f883cc79904af,1087,1,213bce9b16994318657502952ee880,123496118,,,
Charcoal Arko Lounge Pants For Women By Arko,123633866,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/charcoal-arko-lounge-pants-for-women-by-arko-i123633866-s1033586340.html?search=1,https://static-01.daraz.com.np/p/f9f4e052ef90520eb799812fb2470795.jpg,,,1990.00,null,"Rs. 1,990",,0,nt_product,Nepal,123633866_NP-1033586340,123633866_NP,[],"['Arko straight fit relaxed pant with two pockets on the side', 'It has an elasticated waistband with a cord', 'It has a print logo detailing on the side', 'It has a fleece lining to keep you warm, shell- cotton, lining- fleece']",54577,Arko,900156534330,,ARKO,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:123633866;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:123633866_NP;price:1990.00;client:desktop;supplier_id:900156534330;asc_category_id:4451;item_id:123633866;sku_id:1033586340;shop_id:82038,"[{'sku': '123633866_NP-1033586340', 'title': 'Int S', 'skuId': '1033586340', 'count': 0}, {'sku': '123633866_NP-1033586341', 'title': 'Int M', 'skuId': '1033586341', 'count': 0}, {'sku': '123633866_NP-1033586342', 'title': 'Int L', 'skuId': '1033586342', 'count': 0}, {'sku': '123633866_NP-1033586343', 'title': 'Int XL', 'skuId': '1033586343', 'count': 0}]",123633866,Free Shipping,1033586340,True,0,False,query:;nid:123633866;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:123633866_NP;price:1990.00;client:desktop;supplier_id:900156534330;asc_category_id:4451;item_id:123633866;sku_id:1033586340;shop_id:82038,item,1990.00,123633866,search,0,true,1033586340,f71917f99c571e1b059f883cc79904af,1990.00,1,213bce9b16994318657502952ee880,123633866,,,50000001512009
Nepster Beige High Rise Stretchable Fancy Straight Cotton Pants For Women,128120488,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/nepster-beige-high-rise-stretchable-fancy-straight-cotton-pants-for-women-i128120488-s1035208256.html?search=1,https://static-01.daraz.com.np/p/9a19bbbb160a208a028c2e1259b412bc.jpg,1800.00,"Rs. 1,800",1274,null,"Rs. 1,274",-29%,1,nt_product,Nepal,128120488_NP-1035208256,128120488_NP,[],"['Straight Fit, High-Rise, Clean Look', 'Stretchable and Fancy Design', 'Straight Cotton Pants For Women', 'Has a button and zip closure', 'Available Sizes: 27, 28, 29, 30, 31 and 32.', 'Waistband with belt loops', '98% cotton, 2% elastane', 'Hand/Machine Wash', 'Length: 38/39 inches']",126528810,Nepster,900159987888,,NEPSTER,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:128120488;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:128120488_NP;price:1274;client:desktop;supplier_id:900159987888;asc_category_id:4434;item_id:128120488;sku_id:1035208256;shop_id:102739,"[{'sku': '128120488_NP-1035208258', 'title': 'Waist:27', 'skuId': '1035208258', 'count': 0}, {'sku': '128120488_NP-1035208260', 'title': 'Waist:28', 'skuId': '1035208260', 'count': 0}, {'sku': '128120488_NP-1035208261', 'title': 'Waist:29', 'skuId': '1035208261', 'count': 0}, {'sku': '128120488_NP-1035208256', 'title': 'Waist:30', 'skuId': '1035208256', 'count': 0}, {'sku': '128120488_NP-1035208257', 'title': 'Waist:31', 'skuId': '1035208257', 'count': 0}, {'sku': '128120488_NP-1035208259', 'title': 'Waist:32', 'skuId': '1035208259', 'count': 0}]",128120488,,1035208256,True,0,False,query:;nid:128120488;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:128120488_NP;price:1274;client:desktop;supplier_id:900159987888;asc_category_id:4434;item_id:128120488;sku_id:1035208256;shop_id:102739,item,1800.00,128120488,search,29,false,1035208256,f71917f99c571e1b059f883cc79904af,1274,1,213bce9b16994318657502952ee880,128120488,,4,
Winter Warm Polar Trouser For Women By Arushi,104724717,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/winter-warm-polar-trouser-for-women-by-arushi-i104724717-s1026096611.html?search=1,https://static-01.daraz.com.np/p/7de2770c8778223c7135efe89499dee6.jpg,1290.00,"Rs. 1,290",640.00,null,Rs. 640,-50%,1,nt_product,Nepal,104724717_NP-1026096611,104724717_NP,[],[],39704,No Brand,1009986,,Arushi,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:104724717;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:104724717_NP;price:640.00;client:desktop;supplier_id:1009986;asc_category_id:4434;item_id:104724717;sku_id:1026096611;shop_id:19800,"[{'sku': '104724717_NP-1026096611', 'skuId': '1026096611', 'count': 0}]",104724717,Free Shipping,1026096611,True,0,False,query:;nid:104724717;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:104724717_NP;price:640.00;client:desktop;supplier_id:1009986;asc_category_id:4434;item_id:104724717;sku_id:1026096611;shop_id:19800,item,1290.00,104724717,search,50,true,1026096611,f71917f99c571e1b059f883cc79904af,640.00,1,213bce9b16994318657502952ee880,104724717,,2,
Parachute Cargo Pants For Women,126962898,[],//www.daraz.com.np/products/parachute-cargo-pants-for-women-i126962898-s1034433765.html?search=1,https://static-01.daraz.com.np/p/e1f3c4e33b4edd6d4d144d0ea3d2eb10.jpg,,,1450.00,null,"Rs. 1,450",,0,nt_product,Nepal,126962898_NP-1034433765,126962898_NP,[],"['Material: Cotton, Polyester', 'Fit Type: Loose', 'Pant Style: Cargo Pants', 'Length: Full Length', 'Pockets: Multi Box', 'Closure Type: Elastic Waist', 'Waist Type: High', 'Front Style: Flat', 'Style :Casual', 'Length: 41 inch', 'Wash Care :Machine Wash / Hand Wash ,Do Not Bleach']",39704,No Brand,900155700841,,JURI STORE,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:126962898;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:126962898_NP;price:1450.00;client:desktop;supplier_id:900155700841;asc_category_id:4434;item_id:126962898;sku_id:1034433765;shop_id:75269,"[{'sku': '126962898_NP-1034433766', 'title': 'L', 'skuId': '1034433766', 'count': 0}, {'sku': '126962898_NP-1034433765', 'title': 'M', 'skuId': '1034433765', 'count': 0}, {'sku': '126962898_NP-1034433767', 'title': 'XL', 'skuId': '1034433767', 'count': 0}]",126962898,,1034433765,True,0,False,query:;nid:126962898;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:126962898_NP;price:1450.00;client:desktop;supplier_id:900155700841;asc_category_id:4434;item_id:126962898;sku_id:1034433765;shop_id:75269,item,1450.00,126962898,search,0,false,1034433765,f71917f99c571e1b059f883cc79904af,1450.00,1,213bce9b16994318657502952ee880,126962898,,,
Nepster Dark Brown Stretchable Formal Straight Pants For Women,128149704,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/nepster-dark-brown-stretchable-formal-straight-pants-for-women-i128149704-s1035249595.html?search=1,https://static-01.daraz.com.np/p/7752dfe036cd77d4e5c89a33f4c9a531.jpg,1600.00,"Rs. 1,600",1176,null,"Rs. 1,176",-27%,0,nt_product,Nepal,128149704_NP-1035249595,128149704_NP,[],"['High-Rise, Side Cut, Clean Look', 'Stretchable and Fancy Design', 'Formal Straight Pants For Women', 'Has a button and zip closure', 'Available Sizes: 27, 28, 29, 30, 31 and 32.', 'Waistband with belt loops', '98% cotton, 2% elastane', 'Hand/Machine Wash', 'Length: 38/39 inches']",126528810,Nepster,900159987888,,NEPSTER,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:128149704;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:128149704_NP;price:1176;client:desktop;supplier_id:900159987888;asc_category_id:4434;item_id:128149704;sku_id:1035249595;shop_id:102739,"[{'sku': '128149704_NP-1035249597', 'title': 'Waist:27', 'skuId': '1035249597', 'count': 0}, {'sku': '128149704_NP-1035249598', 'title': 'Waist:28', 'skuId': '1035249598', 'count': 0}, {'sku': '128149704_NP-1035249599', 'title': 'Waist:29', 'skuId': '1035249599', 'count': 0}, {'sku': '128149704_NP-1035249600', 'title': 'Waist:30', 'skuId': '1035249600', 'count': 0}, {'sku': '128149704_NP-1035249595', 'title': 'Waist:31', 'skuId': '1035249595', 'count': 0}, {'sku': '128149704_NP-1035249596', 'title': 'Waist:32', 'skuId': '1035249596', 'count': 0}]",128149704,,1035249595,True,0,False,query:;nid:128149704;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:128149704_NP;price:1176;client:desktop;supplier_id:900159987888;asc_category_id:4434;item_id:128149704;sku_id:1035249595;shop_id:102739,item,1600.00,128149704,search,27,false,1035249595,f71917f99c571e1b059f883cc79904af,1176,1,213bce9b16994318657502952ee880,128149704,,,
Black Cotton Fleece Casual /Summer Sweat Jogger Pant For Women.,126845620,"[{'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/black-cotton-fleece-casual-summer-sweat-jogger-pant-for-women-i126845620-s1034382723.html?search=1,https://static-01.daraz.com.np/p/c57af5265b9d9eee0b85be0fbe34f5e5.jpg,1900.00,"Rs. 1,900",1199.00,null,"Rs. 1,199",-37%,0,nt_product,Nepal,126845620_NP-1034382723,126845620_NP,[],"['Summer Joggers', 'Free Size n xl also', 'Fully Stretchable &amp; Comfortable', 'easy to wear']",39704,No Brand,900152382026,,New Shreesaman Trade,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:126845620;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:126845620_NP;price:1199.00;client:desktop;supplier_id:900152382026;asc_category_id:4451;item_id:126845620;sku_id:1034382723;shop_id:46220,"[{'sku': '126845620_NP-1034382723', 'title': 'free size', 'skuId': '1034382723', 'count': 0}]",126845620,Free Shipping,1034382723,True,0,False,query:;nid:126845620;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:126845620_NP;price:1199.00;client:desktop;supplier_id:900152382026;asc_category_id:4451;item_id:126845620;sku_id:1034382723;shop_id:46220,item,1900.00,126845620,search,37,true,1034382723,f71917f99c571e1b059f883cc79904af,1199.00,1,213bce9b16994318657502952ee880,126845620,,,
Parachute Pants For Ladies,127881242,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/parachute-pants-for-ladies-i127881242-s1034869881.html?search=1,https://static-01.daraz.com.np/p/008141148284058bd898134e47f99f93.jpg,,,1699.00,null,"Rs. 1,699",,0,nt_product,Nepal,127881242_NP-1034869881,127881242_NP,[],"['Easy to use', 'Good quality', 'Fashionable', 'New product for ladies', 'Washable', 'No Sting', 'Colour available', 'Size available', 'Message us for any queries ']",39704,No Brand,900152808103,,B and B Store,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:127881242;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:127881242_NP;price:1699.00;client:desktop;supplier_id:900152808103;asc_category_id:4434;item_id:127881242;sku_id:1034869881;shop_id:53307,"[{'sku': '127881242_NP-1034869881', 'title': 'Int: One size', 'skuId': '1034869881', 'count': 0}]",127881242,Free Shipping,1034869881,True,0,False,query:;nid:127881242;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:127881242_NP;price:1699.00;client:desktop;supplier_id:900152808103;asc_category_id:4434;item_id:127881242;sku_id:1034869881;shop_id:53307,item,1699.00,127881242,search,0,true,1034869881,f71917f99c571e1b059f883cc79904af,1699.00,1,213bce9b16994318657502952ee880,127881242,,,
Pack Of 2 High Waist Stockings For Women- Black/Beige,126558029,"[{'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/pack-of-2-high-waist-stockings-for-women-blackbeige-i126558029-s1034293410.html?search=1,https://static-01.daraz.com.np/p/d264cbed6638e70322c1615a2495f860.jpg,600.00,Rs. 600,490.00,null,Rs. 490,-18%,0,nt_product,Nepal,126558029_NP-1034293410,126558029_NP,[],"['Silky and sexy feeling, ultra-smooth and durable. Comfortable for all day, everyday use.', 'Free Size in this product fits XS , S , M , L only. Waist Size : 24&quot; to 34&quot;', 'Classy, Stretchy Fabric &amp; Thinnest Stockings', 'Must have for your smart wardrobe']",39704,No Brand,1009311,,G2,[],0,"[1819, 1820, 1738, 1756]",query:;nid:126558029;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:126558029_NP;price:490.00;client:desktop;supplier_id:1009311;asc_category_id:1756;item_id:126558029;sku_id:1034293410;shop_id:19143,"[{'sku': '126558029_NP-1034293410', 'skuId': '1034293410', 'count': 0}]",126558029,Free Shipping,1034293410,True,0,False,query:;nid:126558029;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:126558029_NP;price:490.00;client:desktop;supplier_id:1009311;asc_category_id:1756;item_id:126558029;sku_id:1034293410;shop_id:19143,item,600.00,126558029,search,18,true,1034293410,f71917f99c571e1b059f883cc79904af,490.00,1,213bce9b16994318657502952ee880,126558029,,,
Pack of 12 (6 Pairs) Women Velvet Fur Inside Winter Socks - Multicolor,108351964,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/pack-of-12-6-pairs-women-velvet-fur-inside-winter-socks-multicolor-i108351964-s1029223667.html?search=1,https://static-01.daraz.com.np/p/ceb75fade0702fa421ccfedcb7dcbf7f.jpg,,,699.00,null,Rs. 699,,7,nt_product,Nepal,108351964_NP-1029223667,108351964_NP,[],[],39704,No Brand,1011061,,Passion Fashion,[],0,"[1819, 1820, 1738, 1756]",query:;nid:108351964;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:108351964_NP;price:699.00;client:desktop;supplier_id:1011061;asc_category_id:1756;item_id:108351964;sku_id:1029223667;shop_id:20761,"[{'sku': '108351964_NP-1029223667', 'title': 'free size', 'skuId': '1029223667', 'count': 0}]",108351964,Free Shipping,1029223667,True,0,False,query:;nid:108351964;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:108351964_NP;price:699.00;client:desktop;supplier_id:1011061;asc_category_id:1756;item_id:108351964;sku_id:1029223667;shop_id:20761,item,699.00,108351964,search,0,true,1029223667,f71917f99c571e1b059f883cc79904af,699.00,1,213bce9b16994318657502952ee880,108351964,,5,
Pebbles Nepal Trendy Design Anime My Hero Academia Character Cosplay Themed Socks for Women Men Pack of 5,123506366,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/pebbles-nepal-trendy-design-anime-my-hero-academia-character-cosplay-themed-socks-for-women-men-pack-of-5-i123506366-s1033554965.html?search=1,https://static-01.daraz.com.np/p/8251271224943b98a34ce0b4443bacf8.jpg,1999.00,"Rs. 1,999",1087,null,"Rs. 1,087",-46%,1,nt_product,Nepal,123506366_NP-1033554965,123506366_NP,[],"['Pebbles Nepal ', 'Best quality', 'My hero academia chracter ', '5 pairs']",39704,No Brand,900154218941,,Pebbles Nepal,[],0,"[1819, 1820, 1738, 1756]",query:;nid:123506366;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:123506366_NP;price:1087;client:desktop;supplier_id:900154218941;asc_category_id:1756;item_id:123506366;sku_id:1033554965;shop_id:67580,"[{'sku': '123506366_NP-1033554965', 'title': 'free size', 'skuId': '1033554965', 'count': 0}]",123506366,,1033554965,True,0,False,query:;nid:123506366;src:LazadaMainSrp;rn:f71917f99c571e1b059f883cc79904af;region:np;sku:123506366_NP;price:1087;client:desktop;supplier_id:900154218941;asc_category_id:1756;item_id:123506366;sku_id:1033554965;shop_id:67580,item,1999.00,123506366,search,46,false,1033554965,f71917f99c571e1b059f883cc79904af,1087,1,213bce9b16994318657502952ee880,123506366,,4,
