name,nid,icons,productUrl,image,originalPrice,originalPriceShow,price,promotionId,priceShow,discount,review,tItemType,location,cheapest_sku,sku,skus,description,brandId,brandName,sellerId,mainSellerId,sellerName,thumbs,restrictedAge,categories,clickTrace,addToCartSkus,itemId,skuId,inStock,isAD,addToCart,adClickTrace,utLogMap.x_object_type,utLogMap.originalPrice,utLogMap.x_item_ids,utLogMap.scene_pre,utLogMap.discount,utLogMap.isFreeShipping,utLogMap.x_sku_ids,utLogMap.SN,utLogMap.current_price,utLogMap.x_ad,utLogMap.x_eagleeye,utLogMap.x_object_id,freeShipping,installment,ratingScore,utLogMap.voucherIds
Comfort Kurti Pants (Leggings) With Pocket for Ladies,103032015,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/comfort-kurti-pants-leggings-with-pocket-for-ladies-i103032015-s1023801011.html?search=1,https://static-01.daraz.com.np/p/b196f1d4d7b8615a735e9e7e4be75b97.jpg,899.00,Rs. 899,599,null,Rs. 599,-33%,6,nt_product,Nepal,103032015_NP-1023801011,103032015_NP,[],[],39704,No Brand,1002059,,ShreeMangalam,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:103032015;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:103032015_NP;price:599;client:desktop;supplier_id:1002059;asc_category_id:4442;item_id:103032015;sku_id:1023801011;shop_id:11966,"[{'sku': '103032015_NP-1023801011', 'title': 'free size', 'skuId': '1023801011', 'count': 0}]",103032015,1023801011,True,0,False,query:;nid:103032015;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:103032015_NP;price:599;client:desktop;supplier_id:1002059;asc_category_id:4442;item_id:103032015;sku_id:1023801011;shop_id:11966,item,899.00,103032015,search,33,true,1023801011,9e3640728e6c855fba38249c76d66d8d,599,1,21411ec416994318386034651e843c,103032015,Free Shipping,,4.8,
Transparent Elastic Ladies Silk Sexy Thin Thigh High Stockings,128189311,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/transparent-elastic-ladies-silk-sexy-thin-thigh-high-stockings-i128189311-s1035299716.html?search=1,https://static-01.daraz.com.np/p/bb1253a2bdbb54c832ade7362825de61.jpg,649.00,Rs. 649,298,null,Rs. 298,-54%,0,nt_product,Nepal,128189311_NP-1035299716,128189311_NP,[],"['Care Instructions: Hand Wash Only', 'Fully stretchable stockings', 'SOFT MATERIAL: 1 Pair Three Line Thigh High Stocking made from 90% nylon and 10% spandex very soft, breathable and comfortable', 'Elastic band at the waist, which is highly elastic and comfortable to wear', 'Can be worn with hot pants, short skirts, jeans, shapewear, costumes, high heels, boots, sandals,', 'Good elastics, Shimmering leg, Kindly noted: thigh high is made by ultra sheer material, please be very              CAREFUL and GENTLE while wear it, because it maybe snagged with any stick touch!', 'Type: Three Line Thigh High Stocking, Color: Black']",39704,No Brand,900161907427,,Web Store,[],0,"[1819, 1820, 1738, 1756]",query:;nid:128189311;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:128189311_NP;price:298;client:desktop;supplier_id:900161907427;asc_category_id:1756;item_id:128189311;sku_id:1035299716;shop_id:104739,"[{'sku': '128189311_NP-1035299716', 'title': 'free size', 'skuId': '1035299716', 'count': 0}]",128189311,1035299716,True,0,False,query:;nid:128189311;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:128189311_NP;price:298;client:desktop;supplier_id:900161907427;asc_category_id:1756;item_id:128189311;sku_id:1035299716;shop_id:104739,item,649.00,128189311,search,54,false,1035299716,9e3640728e6c855fba38249c76d66d8d,298,1,21411ec416994318386034651e843c,128189311,,,,
Printed Indonesian Lungi/Dhoti For Women,106684038,"[{'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/printed-indonesian-lungidhoti-for-women-i106684038-s1028221283.html?search=1,https://static-01.daraz.com.np/p/9f0c3a6449c359b373e941f6fa8a4517.jpg,,,725.00,null,Rs. 725,,7,nt_product,Nepal,106684038_NP-1028221283,106684038_NP,[],[],39704,No Brand,1010777,,The Sunshine Collection,[],0,"[1819, 1820, 1738, 1755]",query:;nid:106684038;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:106684038_NP;price:725.00;client:desktop;supplier_id:1010777;asc_category_id:1755;item_id:106684038;sku_id:1028221283;shop_id:20499,"[{'sku': '106684038_NP-1028221283', 'title': 'free size', 'skuId': '1028221283', 'count': 0}]",106684038,1028221283,True,0,False,query:;nid:106684038;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:106684038_NP;price:725.00;client:desktop;supplier_id:1010777;asc_category_id:1755;item_id:106684038;sku_id:1028221283;shop_id:20499,item,725.00,106684038,search,0,true,1028221283,9e3640728e6c855fba38249c76d66d8d,725.00,1,21411ec416994318386034651e843c,106684038,Free Shipping,,4.9,
Pack of 4 (2 Pairs) Women Velvet Fur Inside Winter Socks - Multicolor By Arushi,109923406,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/pack-of-4-2-pairs-women-velvet-fur-inside-winter-socks-multicolor-by-arushi-i109923406-s1029775034.html?search=1,https://static-01.daraz.com.np/p/bf0184535d89068487897205d89523e1.jpg,375.00,Rs. 375,300,null,Rs. 300,-20%,1,nt_product,Nepal,109923406_NP-1029775034,109923406_NP,[],[],39704,No Brand,1009986,,Arushi,[],0,"[1819, 1820, 1738, 1756]",query:;nid:109923406;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:109923406_NP;price:300;client:desktop;supplier_id:1009986;asc_category_id:1756;item_id:109923406;sku_id:1029775034;shop_id:19800,"[{'sku': '109923406_NP-1029775034', 'title': 'free size', 'skuId': '1029775034', 'count': 0}]",109923406,1029775034,True,0,False,query:;nid:109923406;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:109923406_NP;price:300;client:desktop;supplier_id:1009986;asc_category_id:1756;item_id:109923406;sku_id:1029775034;shop_id:19800,item,375.00,109923406,search,20,true,1029775034,9e3640728e6c855fba38249c76d66d8d,300,1,21411ec416994318386034651e843c,109923406,Free Shipping,,1,
Masala Cottage - Women's Fleece Lined Leggings Tights Winter Pantyhose Transparent Elastic Warm Thick Stocking,122171075,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/masala-cottage-womens-fleece-lined-leggings-tights-winter-pantyhose-transparent-elastic-warm-thick-stocking-i122171075-s1033196964.html?search=1,https://static-01.daraz.com.np/p/1645b875d4d64ba21fede20c3d7d5135.jpg,1600.00,"Rs. 1,600",1584,null,"Rs. 1,584",-1%,6,nt_product,Nepal,122171075_NP-1033196964,122171075_NP,[],"['. These opaque elastic tights shape your legs and make your legs thinner and longer. Lined with velvet to keep you warm in winter', '2. It is very suitable for wearing under pants, shorts, skirts, tunic and long sweaters. It is a good choice for winter boots and high heels.', '3. Super flexible and lightweight. When worn alone or under clothing that allows you to move unrestrictedly, this will not add to the bulkiness.', '4. Slim and shape your body. This also effectively tightens your legs and flattens your stomach, making you look slimmer.', '5. Suitable for all women. This is full of flexibility, suitable for women of all shapes!']",39704,No Brand,900153864050,,Masala Cottage,[],0,"[1819, 1820, 1738, 1756]",query:;nid:122171075;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:122171075_NP;price:1584;client:desktop;supplier_id:900153864050;asc_category_id:1756;item_id:122171075;sku_id:1033196964;shop_id:65928,"[{'sku': '122171075_NP-1033196964', 'title': 'free size', 'skuId': '1033196964', 'count': 0}]",122171075,1033196964,True,0,False,query:;nid:122171075;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:122171075_NP;price:1584;client:desktop;supplier_id:900153864050;asc_category_id:1756;item_id:122171075;sku_id:1033196964;shop_id:65928,item,1600.00,122171075,search,1,true,1033196964,9e3640728e6c855fba38249c76d66d8d,1584,1,21411ec416994318386034651e843c,122171075,Free Shipping,,4.7,
Winter Jogger Fleece Trouser For Women,108641319,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/winter-jogger-fleece-trouser-for-women-i108641319-s1029338648.html?search=1,https://static-01.daraz.com.np/p/c139601735f3613cb08bb02b973f4b3f.jpg,1099.00,"Rs. 1,099",750.00,null,Rs. 750,-32%,23,nt_product,Nepal,108641319_NP-1029338648,108641319_NP,[],"['Material: Cotton', 'Style: Solid', 'Size : Fits upto 32 Waist Size', 'Durable and comfortable', 'Wash Care: Hand/ Machine Wash']",39704,No Brand,900151806004,,Glam And Glitter,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:108641319;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:108641319_NP;price:750.00;client:desktop;supplier_id:900151806004;asc_category_id:4451;item_id:108641319;sku_id:1029338648;shop_id:32447,"[{'sku': '108641319_NP-1029338648', 'title': 'free size', 'skuId': '1029338648', 'count': 0}]",108641319,1029338648,True,0,False,query:;nid:108641319;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:108641319_NP;price:750.00;client:desktop;supplier_id:900151806004;asc_category_id:4451;item_id:108641319;sku_id:1029338648;shop_id:32447,item,1099.00,108641319,search,32,true,1029338648,9e3640728e6c855fba38249c76d66d8d,750.00,1,21411ec416994318386034651e843c,108641319,Free Shipping,,3.8,
Set Of 2 Women High Waist Stockings,101142866,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/set-of-2-women-high-waist-stockings-i101142866-s1021864871.html?search=1,https://static-01.daraz.com.np/p/3498d18d28fd0191f58dbbbf4b4e2a2d.jpg,900.00,Rs. 900,750.00,null,Rs. 750,-17%,25,nt_product,Nepal,101142866_NP-1021864871,101142866_NP,[],[],39704,No Brand,1005331,,Pretty Secrets,[],0,"[1819, 1820, 1738, 1756]",query:;nid:101142866;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:101142866_NP;price:750.00;client:desktop;supplier_id:1005331;asc_category_id:1756;item_id:101142866;sku_id:1021864871;shop_id:15214,"[{'sku': '101142866_NP-1021864871', 'title': 'free size', 'skuId': '1021864871', 'count': 0}]",101142866,1021864871,True,0,False,query:;nid:101142866;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:101142866_NP;price:750.00;client:desktop;supplier_id:1005331;asc_category_id:1756;item_id:101142866;sku_id:1021864871;shop_id:15214,item,900.00,101142866,search,17,true,1021864871,9e3640728e6c855fba38249c76d66d8d,750.00,1,21411ec416994318386034651e843c,101142866,Free Shipping,,4.3,
Comfortable Short Rainbow Socks,126017273,"[{'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/comfortable-short-rainbow-socks-i126017273-s1034141848.html?search=1,https://np-live-21.slatic.net/kf/Sf5115e7be60b47e5b5ce57749cb948e9K.jpg,,,100.00,null,Rs. 100,,1,nt_product,Nepal,126017273_NP-1034141848,126017273_NP,[],"['Comfortable', 'Comes in black and white', 'Affordable cost', 'Short socks', 'Washable easily', 'Most popular among teenagers']",39704,No Brand,1009125,,HAMRO NEPALI BAZAR BIGYAPAN,[],0,"[1819, 1820, 1738, 1756]",query:;nid:126017273;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:126017273_NP;price:100.00;client:desktop;supplier_id:1009125;asc_category_id:1756;item_id:126017273;sku_id:1034141848;shop_id:18963,"[{'sku': '126017273_NP-1034141848', 'title': 'Full Look: 34', 'skuId': '1034141848', 'count': 0}]",126017273,1034141848,True,0,False,query:;nid:126017273;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:126017273_NP;price:100.00;client:desktop;supplier_id:1009125;asc_category_id:1756;item_id:126017273;sku_id:1034141848;shop_id:18963,item,100.00,126017273,search,0,true,1034141848,9e3640728e6c855fba38249c76d66d8d,100.00,1,21411ec416994318386034651e843c,126017273,Free Shipping,,5,
Women Velvet Fur Inside Winter Socks,108356884,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-velvet-fur-inside-winter-socks-i108356884-s1029228214.html?search=1,https://static-01.daraz.com.np/p/ceb75fade0702fa421ccfedcb7dcbf7f.jpg,,,100.00,null,Rs. 100,,50,nt_product,Nepal,108356884_NP-1029228214,108356884_NP,[],[],39704,No Brand,1011061,,Passion Fashion,[],0,"[1819, 1820, 1738, 1756]",query:;nid:108356884;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:108356884_NP;price:100.00;client:desktop;supplier_id:1011061;asc_category_id:1756;item_id:108356884;sku_id:1029228214;shop_id:20761,"[{'sku': '108356884_NP-1029228214', 'title': 'free size', 'skuId': '1029228214', 'count': 0}]",108356884,1029228214,True,0,False,query:;nid:108356884;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:108356884_NP;price:100.00;client:desktop;supplier_id:1011061;asc_category_id:1756;item_id:108356884;sku_id:1029228214;shop_id:20761,item,100.00,108356884,search,0,true,1029228214,9e3640728e6c855fba38249c76d66d8d,100.00,1,21411ec416994318386034651e843c,108356884,Free Shipping,,4.1,
Women Formal Pant With Fur,122675562,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-formal-pant-with-fur-i122675562-s1033357925.html?search=1,https://static-01.daraz.com.np/p/59426136c16932b1142ae0678e798045.jpg,3800.00,"Rs. 3,800",1549,null,"Rs. 1,549",-59%,2,nt_product,Nepal,122675562_NP-1033357925,122675562_NP,[],"['Material :Woolen with Fleece', 'Closure Type : Elastic Waist', 'Pant Length : Full', 'Style:Casual', 'Product Length : Full Length', 'Fit Type : Regular ']",39704,No Brand,9000,,ERYAA,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:122675562;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:122675562_NP;price:1549;client:desktop;supplier_id:9000;asc_category_id:4434;item_id:122675562;sku_id:1033357925;shop_id:9066,"[{'sku': '122675562_NP-1033357925', 'title': 'Int XL', 'skuId': '1033357925', 'count': 0}, {'sku': '122675562_NP-1033357929', 'title': 'Int XXL', 'skuId': '1033357929', 'count': 0}, {'sku': '122675562_NP-1033357927', 'title': 'Int 3XL', 'skuId': '1033357927', 'count': 0}, {'sku': '122675562_NP-1033357926', 'title': 'Int 4XL', 'skuId': '1033357926', 'count': 0}, {'sku': '122675562_NP-1033357928', 'title': 'Int 5XL', 'skuId': '1033357928', 'count': 0}]",122675562,1033357925,True,0,False,query:;nid:122675562;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:122675562_NP;price:1549;client:desktop;supplier_id:9000;asc_category_id:4434;item_id:122675562;sku_id:1033357925;shop_id:9066,item,3800.00,122675562,search,59,true,1033357925,9e3640728e6c855fba38249c76d66d8d,1549,1,21411ec416994318386034651e843c,122675562,Free Shipping,,4.5,50000001512009
"Lycra Saree Shapewear Petticoat for Women, Cotton Blended,Petticoat,Skirts for Women,Shape Wear Dress for Saree",128137932,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/lycra-saree-shapewear-petticoat-for-women-cotton-blendedpetticoatskirts-for-womenshape-wear-dress-for-saree-i128137932-s1035238757.html?search=1,https://static-01.daraz.com.np/p/6eea23236bacf50026405247ef4d3552.jpg,,,999.00,null,Rs. 999,,1,nt_product,Nepal,128137932_NP-1035238757,128137932_NP,[],"['FABRIC: Our saree silhouette is made from a high-quality stretchable polyester-lycra fabric which is very soft, breathable, non-allergic, and skin-friendly.', 'It is not a compress wear but a comfort wear', 'It Can Not Only Be Used For Sarees But For Other Outfits Like Lehengas And Gowns As Well', 'This Saree Silhouette is designed for hug close to your body and it allows the Saree to follow the figuration of your legs and gives you the perfect curvy look', 'EASY MOVEMENT: The Mermaid/fishtail design has more circular fabric at the bottom, so, now you can walk very easily and you can feel comfortable even sitting cross-legged', 'DRAWSTRING &amp; ELASTIC : Mehrang saree silhouette comes with a removable drawstring and high-Quality Elastic at waist round which will never be loose and hold the saree right exactly where you want', 'DRAWSTRING &amp; ELASTIC : Mehrang saree silhouette comes with a removable drawstring and high-Quality Elastic at waist round which will never be loose and hold the saree right exactly where you want']",39704,No Brand,900152886089,,Sif Online Shopping,[],0,"[1819, 1820, 1738, 1755]",query:;nid:128137932;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:128137932_NP;price:999.00;client:desktop;supplier_id:900152886089;asc_category_id:1755;item_id:128137932;sku_id:1035238757;shop_id:55376,"[{'sku': '128137932_NP-1035238757', 'title': 'free size', 'skuId': '1035238757', 'count': 0}]",128137932,1035238757,True,0,False,query:;nid:128137932;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:128137932_NP;price:999.00;client:desktop;supplier_id:900152886089;asc_category_id:1755;item_id:128137932;sku_id:1035238757;shop_id:55376,item,999.00,128137932,search,0,false,1035238757,9e3640728e6c855fba38249c76d66d8d,999.00,1,21411ec416994318386034651e843c,128137932,,,5,
Anylady Fashion- New Sexy Excellent Quality Transparent Black Over Knee Tight High Stocking/Socks For Women,128220233,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/anylady-fashion-new-sexy-excellent-quality-transparent-black-over-knee-tight-high-stockingsocks-for-women-i128220233-s1035356089.html?search=1,https://static-01.daraz.com.np/p/baa38589aa324f211fe975bff1b4ddd5.jpg,199.00,Rs. 199,175.00,null,Rs. 175,-12%,0,nt_product,Nepal,128220233_NP-1035356089,128220233_NP,[],"['1 Pair', 'Skin Frrindly Material', 'Anti- Slip Design', 'Comfort &amp; Adjustable', 'Equally Use For Girls Also', 'High Class Materaial', 'Material: Cotton/nylon', 'Suitable for both summer']",39704,No Brand,900152061008,,Yuvan Online Best Service,[],0,"[1819, 1820, 1738, 1756]",query:;nid:128220233;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:128220233_NP;price:175.00;client:desktop;supplier_id:900152061008;asc_category_id:1756;item_id:128220233;sku_id:1035356089;shop_id:37457,"[{'sku': '128220233_NP-1035356089', 'skuId': '1035356089', 'count': 0}]",128220233,1035356089,True,0,False,query:;nid:128220233;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:128220233_NP;price:175.00;client:desktop;supplier_id:900152061008;asc_category_id:1756;item_id:128220233;sku_id:1035356089;shop_id:37457,item,199.00,128220233,search,12,false,1035356089,9e3640728e6c855fba38249c76d66d8d,175.00,1,21411ec416994318386034651e843c,128220233,,,,
Fur Lined High Waist Winter Warm Leggings For Women,104530947,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/fur-lined-high-waist-winter-warm-leggings-for-women-i104530947-s1025650410.html?search=1,https://static-01.daraz.com.np/p/714a07bb19476744d1e9eef87aa697b8.jpg,,,1950.00,null,"Rs. 1,950",,17,nt_product,Nepal,104530947_NP-1025650410,104530947_NP,[],[],39704,No Brand,1010777,,The Sunshine Collection,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:104530947;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:104530947_NP;price:1950.00;client:desktop;supplier_id:1010777;asc_category_id:4442;item_id:104530947;sku_id:1025650410;shop_id:20499,"[{'sku': '104530947_NP-1025650411', 'title': 'L', 'skuId': '1025650411', 'count': 0}, {'sku': '104530947_NP-1025650410', 'title': 'S', 'skuId': '1025650410', 'count': 0}]",104530947,1025650410,True,0,False,query:;nid:104530947;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:104530947_NP;price:1950.00;client:desktop;supplier_id:1010777;asc_category_id:4442;item_id:104530947;sku_id:1025650410;shop_id:20499,item,1950.00,104530947,search,0,true,1025650410,9e3640728e6c855fba38249c76d66d8d,1950.00,1,21411ec416994318386034651e843c,104530947,Free Shipping,,5,
Floral Printed Cotton Pencil Skirt For Women By Arushi,104094515,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/floral-printed-cotton-pencil-skirt-for-women-by-arushi-i104094515-s1024906915.html?search=1,https://static-01.daraz.com.np/p/b54781e99d2338dd547b06ade19e52b6.jpg,2100.00,"Rs. 2,100",1426,null,"Rs. 1,426",-32%,0,nt_product,Nepal,104094515_NP-1024906915,104094515_NP,[],[],39704,No Brand,1009986,,Arushi,[],0,"[1819, 1820, 1738, 1755]",query:;nid:104094515;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:104094515_NP;price:1426;client:desktop;supplier_id:1009986;asc_category_id:1755;item_id:104094515;sku_id:1024906915;shop_id:19800,"[{'sku': '104094515_NP-1024906915', 'title': 'free size', 'skuId': '1024906915', 'count': 0}]",104094515,1024906915,True,0,False,query:;nid:104094515;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:104094515_NP;price:1426;client:desktop;supplier_id:1009986;asc_category_id:1755;item_id:104094515;sku_id:1024906915;shop_id:19800,item,2100.00,104094515,search,32,true,1024906915,9e3640728e6c855fba38249c76d66d8d,1426,1,21411ec416994318386034651e843c,104094515,Free Shipping,,,
New  Parachute Cargo style Pants for women,125901996,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/new-parachute-cargo-style-pants-for-women-i125901996-s1034123565.html?search=1,https://static-01.daraz.com.np/p/4c61e1fa623dddbbcbb62fdb9513e9d3.jpg,,,1800.00,null,"Rs. 1,800",,3,nt_product,Nepal,125901996_NP-1034123565,125901996_NP,[],"['Fitting-Loose', 'Pocket: Multi Box', 'Dry In Shade', 'Material: Polyester/Nilon', 'Style :CasualLength:41 inchWash Care :Mechine Wash / Hand Wash ,Do Not Bleach']",39704,No Brand,900155040255,,Mini fashion collection,[],0,"[1819, 1820, 1738, 4428, 4431]",query:;nid:125901996;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:125901996_NP;price:1800.00;client:desktop;supplier_id:900155040255;asc_category_id:4431;item_id:125901996;sku_id:1034123565;shop_id:72536,"[{'sku': '125901996_NP-1034123565', 'title': 'free size', 'skuId': '1034123565', 'count': 0}]",125901996,1034123565,True,0,False,query:;nid:125901996;src:LazadaMainSrp;rn:9e3640728e6c855fba38249c76d66d8d;region:np;sku:125901996_NP;price:1800.00;client:desktop;supplier_id:900155040255;asc_category_id:4431;item_id:125901996;sku_id:1034123565;shop_id:72536,item,1800.00,125901996,search,0,true,1034123565,9e3640728e6c855fba38249c76d66d8d,1800.00,1,21411ec416994318386034651e843c,125901996,Free Shipping,,4,
