name,nid,icons,productUrl,image,price,promotionId,priceShow,ratingScore,review,installment,tItemType,location,cheapest_sku,sku,skus,description,brandId,brandName,sellerId,mainSellerId,sellerName,thumbs,restrictedAge,categories,clickTrace,addToCartSkus,itemId,freeShipping,skuId,inStock,isAD,addToCart,adClickTrace,utLogMap.x_object_type,utLogMap.originalPrice,utLogMap.scene_pre,utLogMap.discount,utLogMap.isFreeShipping,utLogMap.x_sku_ids,utLogMap.x_item_ids,utLogMap.SN,utLogMap.current_price,utLogMap.x_ad,utLogMap.x_eagleeye,utLogMap.voucherIds,utLogMap.x_object_id,originalPrice,originalPriceShow,discount
Tailor Stitch Warm Winter Jogger Fleece Trouser For Women,109773360,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/tailor-stitch-warm-winter-jogger-fleece-trouser-for-women-i109773360-s1029722851.html?search=1,https://static-01.daraz.com.np/p/c93ed76b341df244f70097ace9e1fb2d.jpg,750.00,null,Rs. 750,3.7,26,,nt_product,Nepal,109773360_NP-1029722851,109773360_NP,[],[],39704,No Brand,1006682,,Tailor Stitch,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:109773360;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:109773360_NP;price:750.00;client:desktop;supplier_id:1006682;asc_category_id:4451;item_id:109773360;sku_id:1029722851;shop_id:16575,"[{'sku': '109773360_NP-1029722851', 'title': 'free size', 'skuId': '1029722851', 'count': 0}]",109773360,Free Shipping,1029722851,True,0,False,query:;nid:109773360;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:109773360_NP;price:750.00;client:desktop;supplier_id:1006682;asc_category_id:4451;item_id:109773360;sku_id:1029722851;shop_id:16575,item,2290.00,search,67,true,1029722851,109773360,7be4209642c5df23310d258e0531109d,750.00,1,2141131716994318119292773eeeb7,,109773360,2290.00,"Rs. 2,290",-67%
2 Pair Double Line Cotton Socks For Unisex - Fashion | Socks For Men And Women | Cotton Socks | Footwear |,126505674,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/2-pair-double-line-cotton-socks-for-unisex-fashion-socks-for-men-and-women-cotton-socks-footwear-i126505674-s1034274620.html?search=1,https://static-01.daraz.com.np/p/072a3ce419b1bb1fe249d03857e02395.jpg,200.00,null,Rs. 200,4.4,9,,nt_product,Nepal,126505674_NP-1034274620,126505674_NP,[],"['Brand:No Brand', 'Attractive design', 'Material:cotton', 'Size:quater']",39704,No Brand,900157299319,,Fashion Market,[],0,"[1819, 1820, 1738, 1756]",query:;nid:126505674;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:126505674_NP;price:200.00;client:desktop;supplier_id:900157299319;asc_category_id:1756;item_id:126505674;sku_id:1034274620;shop_id:91355,"[{'sku': '126505674_NP-1034274620', 'skuId': '1034274620', 'count': 0}]",126505674,,1034274620,True,0,False,query:;nid:126505674;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:126505674_NP;price:200.00;client:desktop;supplier_id:900157299319;asc_category_id:1756;item_id:126505674;sku_id:1034274620;shop_id:91355,item,300.00,search,33,false,1034274620,126505674,7be4209642c5df23310d258e0531109d,200.00,1,2141131716994318119292773eeeb7,,126505674,300.00,Rs. 300,-33%
Leggings For Women/ Blue Color Super Stretchable Leggings For Women - Fashion | Fitness Wear | Leggings For Women,108790157,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/leggings-for-women-blue-color-super-stretchable-leggings-for-women-fashion-fitness-wear-leggings-for-women-i108790157-s1029382306.html?search=1,https://static-01.daraz.com.np/p/cb850e53a472c55eb14eaa4a38f14a06.jpg,348.00,null,Rs. 348,4.5,42,,nt_product,Nepal,108790157_NP-1029382306,108790157_NP,[],"['95% Cotton, 5% Spandex', 'Exported Quality', 'Color Blue and Dark Navy Blue', 'Machine and hand Wash', 'The regular waisted leggings for women and fits your body perfectly', 'ULTRA-STRETCH: ultra-stretch fit that slims and conforms with each pose, movement, and contour. Featuring the super stretchy material, our leggings are very comfy.', 'PERFECT FOR ANY SEASON, ACTIVITY - The leggings are perfect for any season and any activity. light Yoga, Workout, Fitness, Pilates, or Cross Fit, these slimming pants can be worn lounging around the house, shopping, or living an active lifestyle. Pair with anything from dresses to sweaters to create a look that shows off your sense of fashion.']",155927,Livingtex,900152010021,,Livingtex,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:108790157;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:108790157_NP;price:348.00;client:desktop;supplier_id:900152010021;asc_category_id:4442;item_id:108790157;sku_id:1029382306;shop_id:37199,"[{'sku': '108790157_NP-1029382306', 'title': 'Int S', 'skuId': '1029382306', 'count': 0}, {'sku': '108790157_NP-1029382307', 'title': 'Int M', 'skuId': '1029382307', 'count': 0}, {'sku': '108790157_NP-1029382308', 'title': 'Int L', 'skuId': '1029382308', 'count': 0}, {'sku': '108790157_NP-1029382309', 'title': 'Int XL', 'skuId': '1029382309', 'count': 0}, {'sku': '108790157_NP-1029382310', 'title': 'Int XXL', 'skuId': '1029382310', 'count': 0}]",108790157,Free Shipping,1029382306,True,0,False,query:;nid:108790157;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:108790157_NP;price:348.00;client:desktop;supplier_id:900152010021;asc_category_id:4442;item_id:108790157;sku_id:1029382306;shop_id:37199,item,600.00,search,42,true,1029382306,108790157,7be4209642c5df23310d258e0531109d,348.00,1,2141131716994318119292773eeeb7,,108790157,600.00,Rs. 600,-42%
Double Line Trending Socks For Women - Multicolor | Free Size | Fashion | Socks For Women | Women'S Footwear |,115371589,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/double-line-trending-socks-for-women-multicolor-free-size-fashion-socks-for-women-womens-footwear-i115371589-s1031542164.html?search=1,https://static-01.daraz.com.np/p/9bf5f507bcb2f5b8a88e5c24f2293e0d.jpg,175,null,Rs. 175,4.2,9,,nt_product,Nepal,115371589_NP-1031542164,115371589_NP,[],[],39704,No Brand,900154284800,,Hot Topic,[],0,"[1819, 1820, 1738, 1756]",query:;nid:115371589;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:115371589_NP;price:175;client:desktop;supplier_id:900154284800;asc_category_id:1756;item_id:115371589;sku_id:1031542164;shop_id:68000,"[{'sku': '115371589_NP-1031542164', 'title': 'free size', 'skuId': '1031542164', 'count': 0}]",115371589,Free Shipping,1031542164,True,0,False,query:;nid:115371589;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:115371589_NP;price:175;client:desktop;supplier_id:900154284800;asc_category_id:1756;item_id:115371589;sku_id:1031542164;shop_id:68000,item,250.00,search,30,true,1031542164,115371589,7be4209642c5df23310d258e0531109d,175,1,2141131716994318119292773eeeb7,,115371589,250.00,Rs. 250,-30%
Women's Korean Fashion Ankle Socks (Pack Of 5 Pairs),128103645,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/womens-korean-fashion-ankle-socks-pack-of-5-pairs-i128103645-s1035181332.html?search=1,https://static-01.daraz.com.np/p/55c0a4931e2749161248217772a6077f.jpg,472,null,Rs. 472,4,2,,nt_product,Nepal,128103645_NP-1035181332,128103645_NP,[],"['Pack Of 5 Pairs', '5 Different Colors', 'Fashionable Wear', 'Comfortable And Breathable', 'Pattern: Plain Full Stripes', 'Gender: Women', 'Type: Ankle', 'Material: Cotton']",39704,No Brand,900151896073,,E-Stores,[],0,"[1819, 1820, 1738, 1756]",query:;nid:128103645;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:128103645_NP;price:472;client:desktop;supplier_id:900151896073;asc_category_id:1756;item_id:128103645;sku_id:1035181332;shop_id:35245,"[{'sku': '128103645_NP-1035181332', 'title': 'Int: One size', 'skuId': '1035181332', 'count': 0}]",128103645,Free Shipping,1035181332,True,0,False,query:;nid:128103645;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:128103645_NP;price:472;client:desktop;supplier_id:900151896073;asc_category_id:1756;item_id:128103645;sku_id:1035181332;shop_id:35245,item,525.00,search,10,true,1035181332,128103645,7be4209642c5df23310d258e0531109d,472,1,2141131716994318119292773eeeb7,,128103645,525.00,Rs. 525,-10%
Gym Wear Yoga Pant Leggings For Ladies - Multicolor | Fashion | Leggings For Women | Women'S Gym Wear,122424032,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/gym-wear-yoga-pant-leggings-for-ladies-multicolor-fashion-leggings-for-women-womens-gym-wear-i122424032-s1034997997.html?search=1,https://static-01.daraz.com.np/p/b4389de0922342ea8a9a975db349aad8.jpg,1200.00,null,"Rs. 1,200",4.2,35,,nt_product,Nepal,122424032_NP-1034997997,122424032_NP,[],"['Gym Wear ', 'Yoga Pant', 'Flexible', 'Fits Upto 90 Kg', 'Strechable', 'Lint Free']",39704,No Brand,900156339449,,Perfectly.fits Store,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:122424032;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:122424032_NP;price:1200.00;client:desktop;supplier_id:900156339449;asc_category_id:4442;item_id:122424032;sku_id:1034997997;shop_id:80024,"[{'sku': '122424032_NP-1035011002', 'title': '3XL', 'skuId': '1035011002', 'count': 0}, {'sku': '122424032_NP-1034997997', 'title': 'L', 'skuId': '1034997997', 'count': 0}, {'sku': '122424032_NP-1034998000', 'title': 'M', 'skuId': '1034998000', 'count': 0}, {'sku': '122424032_NP-1034997999', 'title': 'S', 'skuId': '1034997999', 'count': 0}, {'sku': '122424032_NP-1034997998', 'title': 'XL', 'skuId': '1034997998', 'count': 0}, {'sku': '122424032_NP-1035011001', 'title': 'XXL', 'skuId': '1035011001', 'count': 0}]",122424032,,1034997997,True,0,False,query:;nid:122424032;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:122424032_NP;price:1200.00;client:desktop;supplier_id:900156339449;asc_category_id:4442;item_id:122424032;sku_id:1034997997;shop_id:80024,item,1200.00,search,0,false,1034997997,122424032,7be4209642c5df23310d258e0531109d,1200.00,1,2141131716994318119292773eeeb7,,122424032,,,
Soxabox Pack of 6 Pairs of Ladies Woolen Printed Full Socks with Thumb (SLW-8),119876655,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/soxabox-pack-of-6-pairs-of-ladies-woolen-printed-full-socks-with-thumb-slw-8-i119876655-s1033217658.html?search=1,https://static-01.daraz.com.np/p/759bb11c74d60459d2d1131576421b90.jpg,899.00,null,Rs. 899,4.4,15,,nt_product,Nepal,119876655_NP-1033217658,119876655_NP,[],"['Package Contents: Pack of 6 Pairs', 'Fibre Content: 75% Bamboo Cotton,20% Terry &amp; 5% Spandex', 'Style: Self Print Socks with Thumb Cut', 'Length: Full Length Socks', 'Normal Wash', 'Flexible, Stretchable', 'Easy to Wear', 'Wash instructions✔Washing with clean water with ordinary temperatures.✔Do Not Bleach and Do not iron.✔Machine washable, but we suggest be hand-washed to maintain exceptional feel.']",123778080,Soxabox,900153294018,,SOXABOX -Your Personal Tailor,[],0,"[1819, 1820, 1738, 1756]",query:;nid:119876655;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:119876655_NP;price:899.00;client:desktop;supplier_id:900153294018;asc_category_id:1756;item_id:119876655;sku_id:1033217658;shop_id:59994,"[{'sku': '119876655_NP-1033217658', 'title': 'free size', 'skuId': '1033217658', 'count': 0}]",119876655,Free Shipping,1033217658,True,0,False,query:;nid:119876655;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:119876655_NP;price:899.00;client:desktop;supplier_id:900153294018;asc_category_id:1756;item_id:119876655;sku_id:1033217658;shop_id:59994,item,2400.00,search,63,true,1033217658,119876655,7be4209642c5df23310d258e0531109d,899.00,1,2141131716994318119292773eeeb7,,119876655,2400.00,"Rs. 2,400",-63%
Women Chic Winter Joggers Pyjama - Fleece - Fashion | Joggers | - Fashion | Joggers | Joggers For Women |,123362532,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-chic-winter-joggers-pyjama-fleece-fashion-joggers-fashion-joggers-joggers-for-women-i123362532-s1033524488.html?search=1,https://static-01.daraz.com.np/p/a592374b8c576024ac15c5be8ea70a50.jpg,428.00,null,Rs. 428,4.5,11,,nt_product,Nepal,123362532_NP-1033524488,123362532_NP,[],"['Loose-fit designed for a trendy look', 'Sweat Pants perfect to be worn for the winter', 'Stylish & Chic look', 'Super soft and cozy', 'Closed Ankle', 'Can be worn as casualwear or loungewear for home stay', 'Made of soft polyester fabric', 'Available in trendy colors', 'Free size. Perfect for waist size 30-36']",39704,No Brand,900154488331,,Comfy,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:123362532;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:123362532_NP;price:428.00;client:desktop;supplier_id:900154488331;asc_category_id:4451;item_id:123362532;sku_id:1033524488;shop_id:69160,"[{'sku': '123362532_NP-1033524488', 'title': 'Int: One size', 'skuId': '1033524488', 'count': 0}]",123362532,Free Shipping,1033524488,True,0,False,query:;nid:123362532;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:123362532_NP;price:428.00;client:desktop;supplier_id:900154488331;asc_category_id:4451;item_id:123362532;sku_id:1033524488;shop_id:69160,item,825.00,search,48,true,1033524488,123362532,7be4209642c5df23310d258e0531109d,428.00,1,2141131716994318119292773eeeb7,,123362532,825.00,Rs. 825,-48%
LOGO Active Wear Set Legging For Women,128029336,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/logo-active-wear-set-legging-for-women-i128029336-s1035087273.html?search=1,https://static-01.daraz.com.np/p/7665dd0a8b2d0100ef983e077f612560.jpg,699,null,Rs. 699,3.6,5,,nt_product,Nepal,128029336_NP-1035087273,128029336_NP,[],"['89% Nylon, 11% Elasthane', 'Perfect for workouts/any sports', 'Very lightweight fabric', 'Stretchable and comfortable fit ', 'Wash as per the instruction on care label']",55775,LOGO,900152982023,,LOGO,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:128029336;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:128029336_NP;price:699;client:desktop;supplier_id:900152982023;asc_category_id:4442;item_id:128029336;sku_id:1035087273;shop_id:56447,"[{'sku': '128029336_NP-1035087277', 'title': 'Int XS', 'skuId': '1035087277', 'count': 0}, {'sku': '128029336_NP-1035087273', 'title': 'Int S', 'skuId': '1035087273', 'count': 0}, {'sku': '128029336_NP-1035087274', 'title': 'Int M', 'skuId': '1035087274', 'count': 0}]",128029336,Free Shipping,1035087273,True,0,False,query:;nid:128029336;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:128029336_NP;price:699;client:desktop;supplier_id:900152982023;asc_category_id:4442;item_id:128029336;sku_id:1035087273;shop_id:56447,item,2500.00,search,72,true,1035087273,128029336,7be4209642c5df23310d258e0531109d,699,1,2141131716994318119292773eeeb7,,128029336,2500.00,"Rs. 2,500",-72%
Ladies Formal Pant,128113804,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/ladies-formal-pants-i128113804-s1035203275.html?search=1,https://np-live-21.slatic.net/kf/S4b8d5acf43f74292a48639f0446f10bbr.jpg,898,null,Rs. 898,4.4,7,,nt_product,Nepal,128113804_NP-1035203275,128113804_NP,[],"['Stretchable', 'Perfect for you formal look as well as casual look', 'Straight fitted', 'High waisted ', 'Available in three colors']",39704,No Brand,900159798112,,Fashion Factory-Nepal,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:128113804;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:128113804_NP;price:898;client:desktop;supplier_id:900159798112;asc_category_id:4434;item_id:128113804;sku_id:1035203275;shop_id:102464,"[{'sku': '128113804_NP-1035203275', 'title': 'Waist:26', 'skuId': '1035203275', 'count': 0}, {'sku': '128113804_NP-1035203276', 'title': 'Waist:27', 'skuId': '1035203276', 'count': 0}, {'sku': '128113804_NP-1035203277', 'title': 'Waist:28', 'skuId': '1035203277', 'count': 0}, {'sku': '128113804_NP-1035203278', 'title': 'Waist:29', 'skuId': '1035203278', 'count': 0}, {'sku': '128113804_NP-1035203279', 'title': 'Waist:30', 'skuId': '1035203279', 'count': 0}, {'sku': '128113804_NP-1035203280', 'title': 'Waist:31', 'skuId': '1035203280', 'count': 0}]",128113804,,1035203275,True,0,False,query:;nid:128113804;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:128113804_NP;price:898;client:desktop;supplier_id:900159798112;asc_category_id:4434;item_id:128113804;sku_id:1035203275;shop_id:102464,item,1400.00,search,36,false,1035203275,128113804,7be4209642c5df23310d258e0531109d,898,1,2141131716994318119292773eeeb7,,128113804,1400.00,"Rs. 1,400",-36%
Grey summer Jogger  Trouser For Women,124811033,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/grey-summer-jogger-trouser-for-women-i124811033-s1033898855.html?search=1,https://static-01.daraz.com.np/p/40f8cafa78d7015a2151020962d6c973.png,1150.00,null,"Rs. 1,150",3.3,6,,nt_product,Nepal,124811033_NP-1033898855,124811033_NP,[],"['Material: Cotton', 'Durable and comfortable', 'Wash Care: Hand/ Machine Wash', 'Easy To Use']",39704,No Brand,900155040255,,Mini fashion collection,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:124811033;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:124811033_NP;price:1150.00;client:desktop;supplier_id:900155040255;asc_category_id:4451;item_id:124811033;sku_id:1033898855;shop_id:72536,"[{'sku': '124811033_NP-1033898855', 'title': 'free size', 'skuId': '1033898855', 'count': 0}]",124811033,Free Shipping,1033898855,True,0,False,query:;nid:124811033;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:124811033_NP;price:1150.00;client:desktop;supplier_id:900155040255;asc_category_id:4451;item_id:124811033;sku_id:1033898855;shop_id:72536,item,1150.00,search,0,true,1033898855,124811033,7be4209642c5df23310d258e0531109d,1150.00,1,2141131716994318119292773eeeb7,,124811033,,,
Thigh High Lace Socks For Women - Fishnet Stockings Socks Thigh High Lace,127997459,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/thigh-high-lace-socks-for-women-fishnet-stockings-socks-thigh-high-lace-i127997459-s1035031692.html?search=1,https://static-01.daraz.com.np/p/dd25885d0ccd05fb1931113baf092397.jpg,175,null,Rs. 175,5,2,,nt_product,Nepal,127997459_NP-1035031692,127997459_NP,[],"['The Product is exactly as shown in the picture', 'Super Excellent quality', '1 Pair', 'Please Choose a Color From Below Color Options.', 'Free and Adjustable Size.']",39704,No Brand,1007138,,Savyata Stores,[],0,"[1819, 1820, 1738, 1756]",query:;nid:127997459;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:127997459_NP;price:175;client:desktop;supplier_id:1007138;asc_category_id:1756;item_id:127997459;sku_id:1035031692;shop_id:17029,"[{'sku': '127997459_NP-1035031692', 'skuId': '1035031692', 'count': 0}]",127997459,Free Shipping,1035031692,True,0,False,query:;nid:127997459;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:127997459_NP;price:175;client:desktop;supplier_id:1007138;asc_category_id:1756;item_id:127997459;sku_id:1035031692;shop_id:17029,item,250.00,search,30,true,1035031692,127997459,7be4209642c5df23310d258e0531109d,175,1,2141131716994318119292773eeeb7,,127997459,250.00,Rs. 250,-30%
Fishnet Panty Hose Net Stockings For Women - Black | Free Size | Fashion | Stockings For Women | Women'S Wear |,105448650,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/fishnet-panty-hose-net-stockings-for-women-black-free-size-fashion-stockings-for-women-womens-wear-i105448650-s1027192454.html?search=1,https://static-01.daraz.com.np/p/e851611e5ee61df1a5fd9c109371a685.jpg,349.00,null,Rs. 349,4.4,60,,nt_product,Nepal,105448650_NP-1027192454,105448650_NP,[],"['Material: 90% Poliammide&amp; 10% Spandex; High Quality, Very comfortable, soft, greater durablity and stretchability, not easy to rip off', 'Trendy Sexy Fishnet Style - The fishnet stockings giving your legs a skinny and unique appearance. Dressing stockings coupled with your favorite skirts or shorts, these are a perfect fit and will let you show off your fashion sense in a creative manner.', 'Applicable to many occasions - Provide Fashion Style for any wardrobe; fit well with dresses, skirts, high heels, etc. - Applicable to many occasions, casual, home, party, etc.', ""Comfort &amp; High Elasticity - Stretch Waist for Added Comfort - Comfortably hug your legs with their stretch-fit. - Please allow slight size deviation due to high elasticity. It will be comfortable after 1-2 mins'""]",39704,No Brand,900152364056,,The Purple Arrow,[],0,"[1819, 1820, 1738, 1756]",query:;nid:105448650;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:105448650_NP;price:349.00;client:desktop;supplier_id:900152364056;asc_category_id:1756;item_id:105448650;sku_id:1027192454;shop_id:45043,"[{'sku': '105448650_NP-1027192454', 'title': 'free size', 'skuId': '1027192454', 'count': 0}]",105448650,Free Shipping,1027192454,True,0,False,query:;nid:105448650;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:105448650_NP;price:349.00;client:desktop;supplier_id:900152364056;asc_category_id:1756;item_id:105448650;sku_id:1027192454;shop_id:45043,item,449.00,search,22,true,1027192454,105448650,7be4209642c5df23310d258e0531109d,349.00,1,2141131716994318119292773eeeb7,,105448650,449.00,Rs. 449,-22%
ZH Oversized Plain Formal Pant for Women,127989544,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/zh-oversized-plain-formal-pant-for-women-i127989544-s1035028856.html?search=1,https://static-01.daraz.com.np/p/8319e039d1579845c86c773f75ece36f.jpg,1880,null,"Rs. 1,880",4.7,16,,nt_product,Nepal,127989544_NP-1035028856,127989544_NP,[],"[' Material : Chiffon', ' Colour : Black/Brown', ' Size : Xl/2XL/3XL/4XL/5XL (30-34)', ' Comfortable', ' Breathable ']",39704,No Brand,900154284800,,Hot Topic,[],0,"[1819, 1820, 1738, 4428, 4434]",query:;nid:127989544;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:127989544_NP;price:1880;client:desktop;supplier_id:900154284800;asc_category_id:4434;item_id:127989544;sku_id:1035028856;shop_id:68000,"[{'sku': '127989544_NP-1035028858', 'title': '3XL', 'skuId': '1035028858', 'count': 0}, {'sku': '127989544_NP-1035028859', 'title': '4XL', 'skuId': '1035028859', 'count': 0}, {'sku': '127989544_NP-1035028860', 'title': '5XL', 'skuId': '1035028860', 'count': 0}, {'sku': '127989544_NP-1035028856', 'title': 'XL', 'skuId': '1035028856', 'count': 0}, {'sku': '127989544_NP-1035028857', 'title': 'XXL', 'skuId': '1035028857', 'count': 0}]",127989544,Free Shipping,1035028856,True,0,False,query:;nid:127989544;src:LazadaMainSrp;rn:7be4209642c5df23310d258e0531109d;region:np;sku:127989544_NP;price:1880;client:desktop;supplier_id:900154284800;asc_category_id:4434;item_id:127989544;sku_id:1035028856;shop_id:68000,item,1899.00,search,1,true,1035028856,127989544,7be4209642c5df23310d258e0531109d,1880,1,2141131716994318119292773eeeb7,,127989544,1899.00,"Rs. 1,899",-1%
