name,nid,icons,productUrl,image,originalPrice,originalPriceShow,price,promotionId,priceShow,discount,ratingScore,review,tItemType,location,cheapest_sku,sku,skus,description,brandId,brandName,sellerId,mainSellerId,sellerName,thumbs,restrictedAge,categories,clickTrace,addToCartSkus,itemId,freeShipping,skuId,inStock,isAD,addToCart,adClickTrace,utLogMap.x_object_type,utLogMap.originalPrice,utLogMap.x_item_ids,utLogMap.scene_pre,utLogMap.discount,utLogMap.isFreeShipping,utLogMap.x_sku_ids,utLogMap.SN,utLogMap.current_price,utLogMap.x_ad,utLogMap.x_eagleeye,utLogMap.x_object_id,utLogMap.voucherIds,installment
Masala Beads Cute Cotton Smily Socks Spring And Summer Thin Section Retro Socks For Womens - Fashion |,128275613,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/masala-beads-cute-cotton-smily-socks-spring-and-summer-thin-section-retro-socks-for-womens-fashion-i128275613-s1035516764.html?search=1,https://static-01.daraz.com.np/p/3c2ce87f98eea3a54d01a53bcb561219.jpg,150.00,Rs. 150,135,null,Rs. 135,-10%,5,1,nt_product,Bagmati,128275613_NP-1035516764,128275613_NP,[],"['COMFORTABLE ', 'FOR SOCKS ', 'FASHION AND TRENDY', ""FOR WOMEN'S""]",186001,Masala Beads,8278,,Masala Beads,[],0,"[1819, 1820, 1738, 1756]",query:;nid:128275613;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128275613_NP;price:135;client:desktop;supplier_id:8278;asc_category_id:1756;item_id:128275613;sku_id:1035516764;shop_id:8148,"[{'sku': '128275613_NP-1035516764', 'skuId': '1035516764', 'count': 0}]",128275613,Free Shipping,1035516764,True,0,False,query:;nid:128275613;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128275613_NP;price:135;client:desktop;supplier_id:8278;asc_category_id:1756;item_id:128275613;sku_id:1035516764;shop_id:8148,item,150.00,128275613,search,10,true,1035516764,f89e004f9b18cd7491c7d695cbbbe911,135,1,214112fc16994318319151519e17f5,128275613,,
Pack Of 2 High Waist Quarter Leggings For Women- Black,104688,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/pack-of-2-high-waist-quarter-leggings-for-women-black-i42777-s170999.html?search=1,https://static-01.daraz.com.np/p/723cf09bb2fde85635232b9056b761d3.jpg,1100.00,"Rs. 1,100",795.00,null,Rs. 795,-28%,4.6,77,nt_product,Bagmati,OT776FA1GRV50NAFAMZ-154111,OT776FA1GRV50NAFAMZ,[],"['Material: Cotton and Spandex', 'Length: Quater length', 'Style: Solid', 'Highly Stretchable.', 'Size: Free size (Usually suitable for Waist size 28 to 34 inches)', 'Please check the size for best fit']",39704,No Brand,3263,,DeepaLadiesCollection,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:104688;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:OT776FA1GRV50NAFAMZ;price:795.00;client:desktop;supplier_id:3263;asc_category_id:4442;item_id:42777;sku_id:170999;shop_id:8858,"[{'sku': 'OT776FA1GRV50NAFAMZ-154111', 'title': 'Int: One size', 'skuId': '170999', 'count': 0}]",42777,Free Shipping,170999,True,0,False,query:;nid:104688;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:OT776FA1GRV50NAFAMZ;price:795.00;client:desktop;supplier_id:3263;asc_category_id:4442;item_id:42777;sku_id:170999;shop_id:8858,item,1100.00,42777,search,28,true,170999,f89e004f9b18cd7491c7d695cbbbe911,795.00,1,214112fc16994318319151519e17f5,42777,,
Free size Imported Pantyhose Stockings Women's Skins,103308134,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/free-size-imported-pantyhose-stockings-womens-skins-i103308134-s1024044758.html?search=1,https://static-01.daraz.com.np/p/3527fd325410363ed588e1d8c3bd3041.jpg,350.00,Rs. 350,275.00,null,Rs. 275,-21%,3.6,9,nt_product,Nepal,103308134_NP-1024044758,103308134_NP,[],[],39704,No Brand,1008296,,Ssonlinewholesale&retail,[],0,"[1819, 1820, 1738, 1756]",query:;nid:103308134;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:103308134_NP;price:275.00;client:desktop;supplier_id:1008296;asc_category_id:1756;item_id:103308134;sku_id:1024044758;shop_id:18173,"[{'sku': '103308134_NP-1024044758', 'title': 'free size', 'skuId': '1024044758', 'count': 0}]",103308134,,1024044758,True,0,False,query:;nid:103308134;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:103308134_NP;price:275.00;client:desktop;supplier_id:1008296;asc_category_id:1756;item_id:103308134;sku_id:1024044758;shop_id:18173,item,350.00,103308134,search,21,false,1024044758,f89e004f9b18cd7491c7d695cbbbe911,275.00,1,214112fc16994318319151519e17f5,103308134,,
Summer Lightweight Stretchable Plain Black Joggers For Women. - Fashion | Joggers For Women | Women's Wear | Joggers |,105919758,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/summer-lightweight-stretchable-plain-black-joggers-for-women-fashion-joggers-for-women-womens-wear-joggers-i105919758-s1027847113.html?search=1,https://static-01.daraz.com.np/p/8f61ee536f0404e1044c165026ad1e24.jpg,999.00,Rs. 999,675,null,Rs. 675,-32%,4.4,12,nt_product,Nepal,105919758_NP-1027847113,105919758_NP,[],[],39704,No Brand,900151875005,,Ramro Chha,[],0,"[1819, 1820, 1738, 4428, 4451]",query:;nid:105919758;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:105919758_NP;price:675;client:desktop;supplier_id:900151875005;asc_category_id:4451;item_id:105919758;sku_id:1027847113;shop_id:34329,"[{'sku': '105919758_NP-1027847113', 'title': 'Int M', 'skuId': '1027847113', 'count': 0}]",105919758,Free Shipping,1027847113,True,0,False,query:;nid:105919758;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:105919758_NP;price:675;client:desktop;supplier_id:900151875005;asc_category_id:4451;item_id:105919758;sku_id:1027847113;shop_id:34329,item,999.00,105919758,search,32,true,1027847113,f89e004f9b18cd7491c7d695cbbbe911,675,1,214112fc16994318319151519e17f5,105919758,,
Thigh High Lace Socks For Women - Multicolor | Free Size | Fashion | Long Socks For Women | Women'S Wear |,127538375,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/thigh-high-lace-socks-for-women-multicolor-free-size-fashion-long-socks-for-women-womens-wear-i127538375-s1034576935.html?search=1,https://static-01.daraz.com.np/p/2220c1bd958158af0ebeb93ffe4c4e3b.jpg,499.00,Rs. 499,379.00,null,Rs. 379,-24%,4,6,nt_product,Nepal,127538375_NP-1034576935,127538375_NP,[],"['Care Instructions: Hand Wash Only', 'Beautiful lace pattern of the thigh stockings is suitable for women and girls, highlighting nice body line, also the top part of stocking equipped , convenient for daily using', 'Material: nylon material that is breathable and lightweight, the feeling of fabric is smooth and soft, offering you a comfortable wearing experience, also the good tension and elasticity will maintain its shape', 'Suitable occasions: you can match it with skirt, dress, short pants or special costumes to create personal stylish looks, in daily life, you can wear it for parties, shopping, entertainments, performances, shows, dancing and such places you want to be the focus of people', 'Package includes: this package comes with totally 1 pairs of thigh high stocking in different colors, common size fit for most women and girls', 'Notice: please hand wash it before the first wearing, no bleach, no iron, take it away from pointed items, hanging dry to maintain its shape']",39704,No Brand,900152364056,,The Purple Arrow,[],0,"[1819, 1820, 1738, 1756]",query:;nid:127538375;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:127538375_NP;price:379.00;client:desktop;supplier_id:900152364056;asc_category_id:1756;item_id:127538375;sku_id:1034576935;shop_id:45043,"[{'sku': '127538375_NP-1034576935', 'title': 'free size', 'skuId': '1034576935', 'count': 0}]",127538375,Free Shipping,1034576935,True,0,False,query:;nid:127538375;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:127538375_NP;price:379.00;client:desktop;supplier_id:900152364056;asc_category_id:1756;item_id:127538375;sku_id:1034576935;shop_id:45043,item,499.00,127538375,search,24,true,1034576935,f89e004f9b18cd7491c7d695cbbbe911,379.00,1,214112fc16994318319151519e17f5,127538375,,
Anylady Fashion- New Sexy Excellent Quality Transparent White Over Knee Tight High Stocking/Socks For Women,128223005,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/anylady-fashion-new-sexy-excellent-quality-transparent-white-over-knee-tight-high-stockingsocks-for-women-i128223005-s1035347876.html?search=1,https://static-01.daraz.com.np/p/d198d524ab2162380de822de29b57b77.jpg,199.00,Rs. 199,175.00,null,Rs. 175,-12%,,0,nt_product,Nepal,128223005_NP-1035347876,128223005_NP,[],"['1 Pair', 'Skin Frrindly Material', 'Anti- Slip Design', 'Comfort &amp; Adjustable', 'Equally Use For Girls Also', 'High Class Materaial', 'Material: Cotton/nylon', 'Suitable for both summer']",39704,No Brand,900153501912,,Anylady & Dodo Girl Store,[],0,"[1819, 1820, 1738, 1756]",query:;nid:128223005;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128223005_NP;price:175.00;client:desktop;supplier_id:900153501912;asc_category_id:1756;item_id:128223005;sku_id:1035347876;shop_id:63437,"[{'sku': '128223005_NP-1035347876', 'skuId': '1035347876', 'count': 0}]",128223005,,1035347876,True,0,False,query:;nid:128223005;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128223005_NP;price:175.00;client:desktop;supplier_id:900153501912;asc_category_id:1756;item_id:128223005;sku_id:1035347876;shop_id:63437,item,199.00,128223005,search,12,false,1035347876,f89e004f9b18cd7491c7d695cbbbe911,175.00,1,214112fc16994318319151519e17f5,128223005,,
Black Summer Cotton Mix Plain Skirt For Women,128084003,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/black-summer-cotton-mix-plain-skirt-for-women-i128084003-s1035153105.html?search=1,https://static-01.daraz.com.np/p/87c8a59f2ea0f8eeab36d3e94c7657c5.jpg,1300.00,"Rs. 1,300",692,null,Rs. 692,-47%,,0,nt_product,Nepal,128084003_NP-1035153105,128084003_NP,[],"['Material-Cotton', 'Fit Type: Regular', 'Pattern: Plain', 'Comfortable and lightweight fabric, perfect for hot summer days', 'Stylish and trendy designs to keep you looking fashionable', 'Breathable material to help you stay cool and sweat-free', 'Versatile and easy to pair with various tops and accessories', 'Flattering and feminine silhouette to enhance your figure', 'Ideal length for a balance of comfort and style', 'Great for casual outings, beach days, or even dressing up for parties', 'Multiple color options to match your personal style', 'Durable construction for long-lasting wear throughout the summer', 'Affordable and budget-friendly, a must-have addition to your wardrobe.']",39704,No Brand,900158646571,,Imagine Fashion,[],0,"[1819, 1820, 1738, 1755]",query:;nid:128084003;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128084003_NP;price:692;client:desktop;supplier_id:900158646571;asc_category_id:1755;item_id:128084003;sku_id:1035153105;shop_id:100938,"[{'sku': '128084003_NP-1035153105', 'skuId': '1035153105', 'count': 0}]",128084003,,1035153105,True,0,False,query:;nid:128084003;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128084003_NP;price:692;client:desktop;supplier_id:900158646571;asc_category_id:1755;item_id:128084003;sku_id:1035153105;shop_id:100938,item,1300.00,128084003,search,47,false,1035153105,f89e004f9b18cd7491c7d695cbbbe911,692,1,214112fc16994318319151519e17f5,128084003,,
Basemark Printed Front Slit Skirt For Women,125248908,"[{'domClass': 'lazMall', 'text': 'LazMall', 'alias': 'LazMallAlias', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/basemark-printed-front-slit-skirt-for-women-i125248908-s1034001741.html?search=1,https://static-01.daraz.com.np/p/9f77402030fd7d7efbbd39737a459aff.jpg,,,699.00,null,Rs. 699,,5,1,nt_product,Nepal,125248908_NP-1034001741,125248908_NP,[],"['Color: Multicolor ', ' Fit Type: Slim Fit', ' Print: All over print', ' Fabric: Slight stretch ', 'Waist: High waist ', 'No any pockets ', 'Type: Pencil skirt ', ' Deep front slit ', 'Material: 92% Polyester, 8% Elastane ', ' Size: Fits up to waist size 30inch', "" Model size in picture : Bust 32 inch ,waist 26inch, hip 37inch, height 5'6ft "", 'Wash care: Handwash']",202765,Basemark,900153372024,,Basemark,[],0,"[1819, 1820, 1738, 1755]",query:;nid:125248908;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:125248908_NP;price:699.00;client:desktop;supplier_id:900153372024;asc_category_id:1755;item_id:125248908;sku_id:1034001741;shop_id:61122,"[{'sku': '125248908_NP-1034001741', 'title': 'Int: One size', 'skuId': '1034001741', 'count': 0}]",125248908,Free Shipping,1034001741,True,0,False,query:;nid:125248908;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:125248908_NP;price:699.00;client:desktop;supplier_id:900153372024;asc_category_id:1755;item_id:125248908;sku_id:1034001741;shop_id:61122,item,699.00,125248908,search,0,true,1034001741,f89e004f9b18cd7491c7d695cbbbe911,699.00,1,214112fc16994318319151519e17f5,125248908,,
Thick Fleece inside fur leggings For Women,128387573,"[{'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/thick-fleece-inside-fur-leggings-for-women-i128387573-s1035856619.html?search=1,https://static-01.daraz.com.np/p/1917973f0209429dbbe380eb2637038f.jpg,1400.00,"Rs. 1,400",990.00,null,Rs. 990,-29%,4,1,nt_product,Nepal,128387573_NP-1035856619,128387573_NP,[],"['Super soft and warm for winter season', 'Stylish and Supportive', 'Flexible and opaque', 'Material: 65% cotton+35% Polyester', 'Good elasticity', 'Extra warm with fur lined inside', 'Fit 145cm-168cm(weight 40-60kg) Ladies', 'Please confirm the color and size before placing the order .']",39704,No Brand,900155040255,,Mini fashion collection,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:128387573;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128387573_NP;price:990.00;client:desktop;supplier_id:900155040255;asc_category_id:4442;item_id:128387573;sku_id:1035856619;shop_id:72536,"[{'sku': '128387573_NP-1035856624', 'title': '3XL', 'skuId': '1035856624', 'count': 0}, {'sku': '128387573_NP-1035856621', 'title': 'L', 'skuId': '1035856621', 'count': 0}, {'sku': '128387573_NP-1035856620', 'title': 'M', 'skuId': '1035856620', 'count': 0}, {'sku': '128387573_NP-1035856619', 'title': 'S', 'skuId': '1035856619', 'count': 0}, {'sku': '128387573_NP-1035856622', 'title': 'XL', 'skuId': '1035856622', 'count': 0}, {'sku': '128387573_NP-1035856623', 'title': 'XXL', 'skuId': '1035856623', 'count': 0}, {'sku': '128387573_NP-1035856625', 'title': 'free size', 'skuId': '1035856625', 'count': 0}]",128387573,Free Shipping,1035856619,True,0,False,query:;nid:128387573;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128387573_NP;price:990.00;client:desktop;supplier_id:900155040255;asc_category_id:4442;item_id:128387573;sku_id:1035856619;shop_id:72536,item,1400.00,128387573,search,29,true,1035856619,f89e004f9b18cd7491c7d695cbbbe911,990.00,1,214112fc16994318319151519e17f5,128387573,,
Stocking - Fishnet Panty House Net Stockings,102957320,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/stocking-fishnet-panty-house-net-stockings-i102957320-s1023691246.html?search=1,https://static-01.daraz.com.np/p/4a6bf41f53f491cebc6664c4f1ccc9e2.jpg,350.00,Rs. 350,290.00,null,Rs. 290,-17%,4.8,20,nt_product,Nepal,102957320_NP-1023691246,102957320_NP,[],[],39704,No Brand,1005019,,360 Station,[],0,"[1819, 1820, 1738, 1756]",query:;nid:102957320;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:102957320_NP;price:290.00;client:desktop;supplier_id:1005019;asc_category_id:1756;item_id:102957320;sku_id:1023691246;shop_id:15005,"[{'sku': '102957320_NP-1023691246', 'title': 'free size', 'skuId': '1023691246', 'count': 0}]",102957320,Free Shipping,1023691246,True,0,False,query:;nid:102957320;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:102957320_NP;price:290.00;client:desktop;supplier_id:1005019;asc_category_id:1756;item_id:102957320;sku_id:1023691246;shop_id:15005,item,350.00,102957320,search,17,true,1023691246,f89e004f9b18cd7491c7d695cbbbe911,290.00,1,214112fc16994318319151519e17f5,102957320,,
Quarter Skinny Lycra Viscose Leggings For Women,105134758,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/quarter-skinny-lycra-viscose-leggings-for-women-i105134758-s1030863148.html?search=1,https://static-01.daraz.com.np/p/7be110663324fccf95433f63efc07ecd.jpg,790.00,Rs. 790,400.00,null,Rs. 400,-49%,5,1,nt_product,Nepal,105134758_NP-1030863148,105134758_NP,[],[],39704,No Brand,900151878115,,Herbie trading home,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:105134758;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:105134758_NP;price:400.00;client:desktop;supplier_id:900151878115;asc_category_id:4442;item_id:105134758;sku_id:1030863148;shop_id:34764,"[{'sku': '105134758_NP-1030863148', 'skuId': '1030863148', 'count': 0}]",105134758,Free Shipping,1030863148,True,0,False,query:;nid:105134758;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:105134758_NP;price:400.00;client:desktop;supplier_id:900151878115;asc_category_id:4442;item_id:105134758;sku_id:1030863148;shop_id:34764,item,790.00,105134758,search,49,true,1030863148,f89e004f9b18cd7491c7d695cbbbe911,400.00,1,214112fc16994318319151519e17f5,105134758,,
Women Thick Casual Pant Style Cross High Waist Belly Leggings Pant - Fashion | Pants For Women | Women'S Wear,127192511,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}, {'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/women-thick-casual-pant-style-cross-high-waist-belly-leggings-pant-fashion-pants-for-women-womens-wear-i127192511-s1034493079.html?search=1,https://static-01.daraz.com.np/p/2639cebd1485f4b0168f04e7ce620f20.jpg,3000.00,"Rs. 3,000",1500.00,null,"Rs. 1,500",-50%,4.7,14,nt_product,Nepal,127192511_NP-1034493079,127192511_NP,[],"['Material : Polyester , spandex', 'Pattern Type : Solid', 'Waist Type : High Waist /Cross waist ', 'Style : Casual', 'Pant style :Boot cut ', 'Front style: Flat ', 'Decoration : None ', 'Closure Type :Elastic Waist ', 'Season : Summer']",39704,No Brand,9000,,ERYAA,[],0,"[1819, 1820, 1738, 4428, 4442]",query:;nid:127192511;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:127192511_NP;price:1500.00;client:desktop;supplier_id:9000;asc_category_id:4442;item_id:127192511;sku_id:1034493079;shop_id:9066,"[{'sku': '127192511_NP-1034493079', 'title': 'Int L', 'skuId': '1034493079', 'count': 0}]",127192511,Free Shipping,1034493079,True,0,False,query:;nid:127192511;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:127192511_NP;price:1500.00;client:desktop;supplier_id:9000;asc_category_id:4442;item_id:127192511;sku_id:1034493079;shop_id:9066,item,3000.00,127192511,search,50,true,1034493079,f89e004f9b18cd7491c7d695cbbbe911,1500.00,1,214112fc16994318319151519e17f5,127192511,,
White Plain Long Stocking Socks For Women - 1 Pairs,128271935,"[{'domClass': 'NPDashianDhamaka', 'text': '', 'alias': 'NPDashianDhamaka', 'type': 'img', 'group': '1', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/white-plain-long-stocking-socks-for-women-1-pairs-i128271935-s1035507427.html?search=1,https://static-01.daraz.com.np/p/a54ff5e733aba81a202fd729c6f51851.jpg,199.00,Rs. 199,120.00,null,Rs. 120,-40%,,0,nt_product,Nepal,128271935_NP-1035507427,128271935_NP,[],"['Material: Cotton/nylon', 'Close Fit', 'Highly Comfortable', 'Perfect for weather', 'Suitable for both summer &amp; winter']",39704,No Brand,900152061008,,Yuvan Online Best Service,[],0,"[1819, 1820, 1738, 1756]",query:;nid:128271935;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128271935_NP;price:120.00;client:desktop;supplier_id:900152061008;asc_category_id:1756;item_id:128271935;sku_id:1035507427;shop_id:37457,"[{'sku': '128271935_NP-1035507427', 'skuId': '1035507427', 'count': 0}]",128271935,,1035507427,True,0,False,query:;nid:128271935;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128271935_NP;price:120.00;client:desktop;supplier_id:900152061008;asc_category_id:1756;item_id:128271935;sku_id:1035507427;shop_id:37457,item,199.00,128271935,search,40,false,1035507427,f89e004f9b18cd7491c7d695cbbbe911,120.00,1,214112fc16994318319151519e17f5,128271935,,
Comfy Fake Transparent Winter Fur Leggings For Women,128475375,"[{'domClass': 'freeShipping', 'text': 'FreeShipping', 'alias': 'FsAlias', 'type': 'img', 'group': '2', 'showType': '0', 'order': 0, 'font-size': 0, 'coins': False}]",//www.daraz.com.np/products/comfy-fake-transparent-winter-fur-leggings-for-women-i128475375-s1035966655.html?search=1,https://static-01.daraz.com.np/p/3da2addbfea2f44ab05fd36aeb3eca67.jpg,1111.00,"Rs. 1,111",611.00,null,Rs. 611,-45%,,0,nt_product,Nepal,128475375_NP-1035966655,128475375_NP,[],"['Winter Pantyhose.This pantyhose looks fashionable like a sheer pantyhose while the inner fleece keep you warm and comfortable.', 'For Every Women.This is stretchy and great for all women of all sizes. Perfect Match To Any Outfit. Perfect match with your dresses, skirts, long sweater, boots, high heels, and more.', 'Slims And Shapes Your Body.This also effectively firms your legs and flattens your stomach for a slimmer appearance.', 'Super Stretchy And Lightweight. This does not add bulky feeling when worn alone or under clothes that allows you to move without restrictions.', 'Your Everyday Wear.It can be worn also on a regular day, at the office, school, for casual occasions and stylish events. It is easy to wash and maintain as it is strong and durable.']",39704,No Brand,900154488331,,Comfy,[],0,"[1819, 1820, 1738, 1756]",query:;nid:128475375;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128475375_NP;price:611.00;client:desktop;supplier_id:900154488331;asc_category_id:1756;item_id:128475375;sku_id:1035966655;shop_id:69160,"[{'sku': '128475375_NP-1035966655', 'skuId': '1035966655', 'count': 0}]",128475375,Free Shipping,1035966655,True,0,False,query:;nid:128475375;src:LazadaMainSrp;rn:f89e004f9b18cd7491c7d695cbbbe911;region:np;sku:128475375_NP;price:611.00;client:desktop;supplier_id:900154488331;asc_category_id:1756;item_id:128475375;sku_id:1035966655;shop_id:69160,item,1111.00,128475375,search,45,true,1035966655,f89e004f9b18cd7491c7d695cbbbe911,611.00,1,214112fc16994318319151519e17f5,128475375,,
